broken_url,campaign_name,ad_id,ad_status,historical_spend,historical_clicks,suggested_replacement
https://www.naturesseed.com/alkali-sacaton,US | Search | Product Ads,680273980029,ENABLED,0.00,0,https://naturesseed.com/products/grass-seed/alkali-sacaton/
https://www.naturesseed.com/annual-sunflower,US | Search | Product Ads,673049787839,ENABLED,0.00,0,https://naturesseed.com/products/grass-seed/annual-sunflower/
https://www.naturesseed.com/annual-wildflower-mix,US | Search | Product Ads,672953676372,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/annual-wildflower-mix/
https://www.naturesseed.com/arizona-lupine,US | Search | Product Ads,672991816507,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/arizona-lupine/
https://www.naturesseed.com/arizona-poppy,US | Search | Product Ads,673884232302,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/arizona-poppy/
https://www.naturesseed.com/aspen-daisy,US | Search | Product Ads,672953733750,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/aspen-daisy/
https://www.naturesseed.com/baby-blue-eyes,US | Search | Product Ads,672991804258,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/baby-blue-eyes/
https://www.naturesseed.com/baby-s-breath,US | Search | Product Ads,673049926964,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/baby-s-breath/
https://www.naturesseed.com/baby-snapdragon,US | Search | Product Ads,672953717661,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/baby-snapdragon/
https://www.naturesseed.com/bachelor-button,US | Search | Product Ads,672953730144,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/bachelor-button/
https://www.naturesseed.com/bee-pollinator-mix,US | Search | Product Ads,673049843669,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/bee-pollinator-mix/
https://www.naturesseed.com/big-squirreltail,US | Search | Product Ads,672953631309,ENABLED,0.00,0,https://naturesseed.com/products/grass-seed/big-squirreltail/
https://www.naturesseed.com/bird-s-eye-gilia,US | Search | Product Ads,672953655057,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/bird-s-eye-gilia/
https://www.naturesseed.com/black-sage,US | Search | Product Ads,673068714845; 687368948584,ENABLED; REMOVED,0.00,0,https://naturesseed.com/products/wildflower-seed/black-sage/
https://www.naturesseed.com/blando-brome-grass,US | Search | Product Ads,672991820077; 687369016930,ENABLED; REMOVED,0.00,0,https://naturesseed.com/products/grass-seed/blando-brome-grass/
https://www.naturesseed.com/blanket-flower,US | Search | Product Ads,672953656968,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/blanket-flower/
https://www.naturesseed.com/blue-mountain-penstemon,US | Search | Product Ads,676692393005,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/blue-mountain-penstemon/
https://www.naturesseed.com/bottlebrush-squirreltail,US | Search | Product Ads,673049838902,ENABLED,0.00,0,https://naturesseed.com/products/grass-seed/bottlebrush-squirreltail/
https://www.naturesseed.com/buffalograss-seed-blend,US | Search | Product Ads,693560775763,ENABLED,0.00,0,https://naturesseed.com/products/grass-seed/buffalograss-seed-blend/
https://www.naturesseed.com/butterfly-milkweed,US | Search | Product Ads,672953637756,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/butterfly-milkweed/
https://www.naturesseed.com/butterfly-pollinator-mix,US | Search | Product Ads,672991730128,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/butterfly-pollinator-mix/
https://www.naturesseed.com/california-and-more-wildflower-mix,US | Search | Product Ads,672953627706,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/california-and-more-wildflower-mix/
https://www.naturesseed.com/california-bush-sunflower,US | Search | Product Ads,672991859458,ENABLED,0.00,0,https://naturesseed.com/products/grass-seed/california-bush-sunflower/
https://www.naturesseed.com/california-erosion-control-mix,US | Search | Product Ads,674651227679,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/california-erosion-control-mix/
https://www.naturesseed.com/california-goldfields,US | Search | Product Ads,672953703294,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/california-goldfields/
https://www.naturesseed.com/california-habitat-mix,US | Search | Product Ads,672953653371,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/california-habitat-mix/
https://www.naturesseed.com/california-melic,US | Search | Product Ads,673049906294; 675339753765,ENABLED; REMOVED,0.00,0,https://naturesseed.com/products/grass-seed/california-melic/
https://www.naturesseed.com/california-native-erosion-control-mix,US | Search | Product Ads,674650580052,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/california-native-erosion-control-mix/
https://www.naturesseed.com/california-native-pollinator-wildflower-mix,US | Search | Product Ads,690113875829,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/california-native-pollinator-wildflower-mix/
https://www.naturesseed.com/california-phacelia,US | Search | Product Ads,673049865977,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/california-phacelia/
https://www.naturesseed.com/california-poppy,US | Search | Product Ads,672991858711; 675199193456,ENABLED; REMOVED,0.00,0,https://naturesseed.com/products/wildflower-seed/california-poppy/
https://www.naturesseed.com/california-sagebrush,US | Search | Product Ads,673049807699,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/california-sagebrush/
https://www.naturesseed.com/canada-goldenrod,US | Search | Product Ads,672991841671,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/canada-goldenrod/
https://www.naturesseed.com/catalogsearch/result/?q=clover,Search | Brand | ROAS; Max Conversion Value,430908183515; 430908183518; 430908183521; 430908183524; 430908183512; 430908183515; 430908183518; 430908183521; 430908183524; 430908183527; 461357401912; 461357401915; 461357401918; 461357402041; 482469163351,PAUSED; ENABLED,0.00,0,MANUAL REVIEW NEEDED - search URL no longer valid
https://www.naturesseed.com/catalogsearch/result/?q=perennial+ryegrass,Perennial Ryegrass (S),438155584298,PAUSED,0.00,0,MANUAL REVIEW NEEDED - search URL no longer valid
https://www.naturesseed.com/central-valley-wildflower-mix,US | Search | Product Ads,672953687223,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/central-valley-wildflower-mix/
https://www.naturesseed.com/chaparral-sage-scrub-mix,US | Search | Product Ads,673049909930,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/chaparral-sage-scrub-mix/
https://www.naturesseed.com/chinese-houses,US | Search | Product Ads,672953631312,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/chinese-houses/
https://www.naturesseed.com/clasping-coneflower,US | Search | Product Ads,673049946230,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/clasping-coneflower/
https://www.naturesseed.com/clustered-tarweed,US | Search | Product Ads,672991841197,ENABLED,0.00,0,https://naturesseed.com/products/wildflower-seed/clustered-tarweed/
