Product Item ID,Product Title,Product Type L1,Product Type L2,Total Spend ($),Total Clicks,Total Conversions,Total Conv Value ($),ROAS
pg-trob-50-lb,Creek Clover - Specialty Seed | Nature's Seed,specialty seed,creek clover,35.93,57,0.04,2.5,0.07
gla_446807,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft Buckwheat Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,35.7,39,1.0,0.0,0.0
gs1_000002,"Nature's Seed Lawn Bluegrass Cold-tolerant & Drought Tolerant 5 Lb for 1,000 Sq Ft | TWCA Certified Ideal for Transitional/Northern Regions",lawn seeds,water-wise lawn seeds (twca certified),35.46,51,0.48,0.48,0.01
pg-lomu,Annual Ryegrass Pasture Seed | Nature's Seed,pasture seed,annual ryegrass,35.23,120,2.0,34.96,0.99
pb-ssd-0.5-a,Southern Subtropics Dryland Pasture Blend - Specialty Seed | Nature's Seed,specialty seed,southern subtropics dryland pasture blend,35.19,31,0.08,4.3,0.12
pg-feid-50-lb,Idaho Fescue - Pasture Seed | Nature's Seed,pasture seed,idaho fescue,34.94,57,0.02,0.61,0.02
gla_406932,Southwest Transitional Dryland Pasture Mix,specialty seed,dryland pasture blends,34.62,24,0.01,2.3,0.07
pb-pnwp-1000-f,Pacific Northwest Pollinator Blend - Specialty Seed | Nature's Seed,specialty seed,pacific northwest pollinator blend,34.22,39,0.15,3.89,0.11
gla_185923,Foxtail Millet,pasture seed,individual pasture species,34.06,76,1.0,15.02,0.44
gla_183493,Firecracker Penstemon,california collection,wildflower seed by region,33.95,47,0.23,29.43,0.87
gla_185859,Pubescent Wheatgrass,sale,individual pasture species,33.66,34,1.0,22.68,0.67
pb-pswd-0.5-a,Pacific Southwest Dryland Pasture Blend - Specialty Seed | Nature's Seed,specialty seed,pacific southwest dryland pasture blend,33.54,43,0.02,1.44,0.04
pb-ftg-1-a,Florida Tropics Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics goat forage blend,33.03,38,0.5,0.0,0.0
w-peea-1-p,Firecracker Penstemon - Wildflower Seed | Nature's Seed,wildflower seed,firecracker penstemon,33.0,110,4.0,0.03,0.0
gla_406915,Low Growing Wildflower Mix,sale,wildflower seed by region,32.93,53,1.0,24.53,0.74
w-lual-1-lb,Mountain Lupine - Wildflower Seed | Nature's Seed,wildflower seed,mountain lupine,32.82,78,0.29,14.94,0.46
pb-ftpb-1000-f,Florida Tropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics poultry forage blend,32.67,54,0.92,22.13,0.68
turf-wnw-5000-f,TWCA Water-Wise Northwest Mix - Grass Seed | Nature's Seed,grass seed,twca water-wise northwest mix,32.63,55,0.04,10.78,0.33
pb-swtg-1-a,Southwest Transitional Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional goat forage blend,32.34,39,0.38,22.77,0.7
gla_184821,Southern Subtropics Pollinator Mix,specialty seed,pollinator seed blends,32.23,27,0.02,3.97,0.12
gla_406917,Low Growing Wildflower Mix,sale,wildflower seed by region,31.69,32,1.0,22.99,0.73
pg-vuoc-50-lb,Six Weeks Fescue - Pasture Seed | Nature's Seed,pasture seed,six weeks fescue,31.4,26,0.02,11.7,0.37
pg-vivi-1-lb,Hairy Vetch - Pasture Seed | Nature's Seed,pasture seed,hairy vetch,30.97,30,2.36,29.68,0.96
gla_186589,Small Fescue,sale,individual pasture species,30.92,28,0.5,23.77,0.77
pg-brin-25-lb,Smooth Brome - Pasture Seed | Nature's Seed,pasture seed,smooth brome,30.15,107,0.01,0.0,0.0
pg-brhi-1-lb,White Mustard - Pasture Seed | Nature's Seed,pasture seed,white mustard,29.87,50,1.0,12.52,0.42
wb-fm,Flowering Meadow Mix Wildflower Seed | Nature's Seed,wildflower seed,flowering meadow mix,29.82,34,0.02,0.38,0.01
pb-dss,Desert Sage Scrub Mix Specialty Seed | Nature's Seed,specialty seed,desert sage scrub mix,29.7,62,0.26,0.26,0.01
gla_185573,Southwest Transitional Poultry Forage Mix,sale,poultry pastures,29.25,31,0.51,20.53,0.7
wb-dr,Deer Resistant Wildflower Mix | Nature's Seed,wildflower seed,deer resistant wildflower mix,29.18,51,1.0,10.06,0.34
w-asla-1-lb,Smooth Aster - Wildflower Seed | Nature's Seed,wildflower seed,smooth aster,28.48,62,0.07,15.73,0.55
gla_184446,Tall Wheatgrass,sale,individual pasture species,28.42,34,0.25,6.89,0.24
gla_445909,"Nature's Seed Any Region Pasture & Forage 20 Lb for 20,000 Sq Ft Mix Curated Soft‐Leaf Blend for Llamas and Aplacas with No Fillers",pasture seeds,pasture seeds mix,27.81,26,0.2,12.77,0.46
turf-wht,TWCA Water-Wise Heavy Traffic Mix Grass Seed | Nature's Seed,grass seed,twca water-wise heavy traffic mix,27.53,39,0.08,0.18,0.01
pg-pegl2-10-lb,Hybrid Pearl Millet - Pasture Seed | Nature's Seed,pasture seed,hybrid pearl millet,27.38,84,1.0,1.0,0.04
gla_429474,California Poppy Seeds,wildflower seeds,wildflower seed by region,27.33,16,0.63,20.74,0.76
turf-wt-500-f,TWCA Water-Wise Tall Fescue Blend - Grass Seed | Nature's Seed,grass seed,twca water-wise tall fescue blend,27.19,53,0.02,1.33,0.05
gla_185750,Common Milkweed,wildflower seed,wildflower seed by region,27.18,27,1.0,16.98,0.62
pg-trhy-1-lb,Alsike Clover - Pasture Seed | Nature's Seed,pasture seed,alsike clover,27.03,38,0.83,17.42,0.64
pg-agtr-1-lb,Slender Wheatgrass - Pasture Seed | Nature's Seed,pasture seed,slender wheatgrass,26.63,60,0.01,0.0,0.0
gla_459571,"Nature's Seed Premium Irrigated Pasture Seed Mix 20 lb Bag - Covers 10,000 sq ft, Forage Grass Blend",pasture seeds,pasture seeds mix,26.17,26,0.33,23.99,0.92
gla_186947,Purple Clarkia,wildflower seed,,26.09,26,0.12,4.76,0.18
wb-xccp-0.5-lb,Xerces Central Coast Pollinator Mix - Wildflower Seed | Nature's Seed,wildflower seed,xerces central coast pollinator mix,26.07,30,1.0,1.09,0.04
wb-mp-2000-f,Mostly Perennial Wildflower Mix - Wildflower Seed | Nature's Seed,wildflower seed,mostly perennial wildflower mix,26.04,30,1.0,0.01,0.0
w-neme-1-p,Baby Blue Eyes - Wildflower Seed | Nature's Seed,wildflower seed,baby blue eyes,26.02,57,1.0,0.01,0.0
turf-lope-500-f,Perennial Ryegrass Seed Blend - Grass Seed | Nature's Seed,grass seed,perennial ryegrass seed blend,26.02,49,0.02,11.7,0.45
pb-pnwug,Pacific Northwest Upland Game Food Plot Mix Specialty Seed | Nature's Seed,specialty seed,pacific northwest upland game food plot mix,25.99,44,0.33,22.73,0.87
gla_184242,Splitleaf Indian Paintbrush,wildflower seed,wildflower seed by region,25.24,40,1.5,9.87,0.39
gla_185657,Big Bluegrass,pasture seed,pasture seed by region,25.14,34,0.01,4.46,0.18
w-sibe,Blue-Eyed Grass Wildflower Seed | Nature's Seed,wildflower seed,blue-eyed grass,25.12,57,1.0,1.0,0.04
pg-feid-n-25-lb,Idaho Fescue - Pasture Seed | Nature's Seed,pasture seed,idaho fescue,25.08,39,1.34,10.64,0.42
pb-pnwp-1500-f,Pacific Northwest Pollinator Blend - Specialty Seed | Nature's Seed,specialty seed,pacific northwest pollinator blend,24.76,31,1.0,0.01,0.0
pb-pswd-2.5-a,Pacific Southwest Dryland Pasture Blend - Specialty Seed | Nature's Seed,specialty seed,pacific southwest dryland pasture blend,24.42,22,0.87,0.01,0.0
pg-mumi-50-lb,Little Seed Muhly - Pasture Seed | Nature's Seed,pasture seed,little seed muhly,24.24,19,0.01,1.85,0.08
wb-an-2000-f,Annual Wildflower Blend - Wildflower Seed | Nature's Seed,wildflower seed,annual wildflower blend,24.23,48,1.0,0.01,0.0
pb-swdp,Southwest Desert Pollinator Mix Specialty Seed | Nature's Seed,specialty seed,southwest desert pollinator mix,24.18,38,2.01,6.48,0.27
gla_440409,Great Plains Horse Forage Mix,sale,,23.84,10,0.01,2.86,0.12
pb-ftd,Florida Tropics Dryland Pasture Mix Specialty Seed | Nature's Seed,specialty seed,florida tropics dryland pasture mix,23.35,36,0.2,21.7,0.93
pg-trin-1-lb,Crimson Clover - Pasture Seed | Nature's Seed,pasture seed,crimson clover,23.21,28,1.0,0.01,0.0
pg-pler-n-1-lb,Dotseed Plantain - Pasture Seed | Nature's Seed,pasture seed,dotseed plantain,23.18,33,0.6,0.0,0.0
pg-fear-1-lb,Arizona Fescue - Pasture Seed | Nature's Seed,pasture seed,arizona fescue,23.07,63,0.5,0.0,0.0
pg-brmo-10-lb,Blando Brome Grass - Pasture Seed | Nature's Seed,pasture seed,blando brome grass,23.06,43,0.25,16.48,0.71
pg-sosu-25-lb,Sudangrass - Pasture Seed | Nature's Seed,pasture seed,sudangrass,22.84,105,1.0,17.02,0.75
pg-trit-1-lb,Triticale - Pasture Seed | Nature's Seed,pasture seed,triticale,22.27,76,0.68,21.07,0.95
gla_184670,Common Bermudagrass,pasture seed,individual pasture species,21.99,18,0.02,14.5,0.66
wb-ba-2000-f,Bay Area Wildflower Mix - Wildflower Seed | Nature's Seed,wildflower seed,bay area wildflower mix,21.93,32,1.33,6.89,0.31
gla_458430,"Nature's Seed Meadow Lawn Seed Blend 10 lb Bag - Covers 2,000 sq ft - Turf Grass Mix for Sunny & Partial Shade",lawn / turf seeds,home lawn/yard grass seed,21.2,14,0.01,1.04,0.05
wb-bep-1000-f,California Native Pollinator Wildflower Mix - Wildflower Seed | Nature's Seed,wildflower seed,california native pollinator wildflower mix,20.9,27,0.82,17.46,0.84
pg-agtr2,Pubescent Wheatgrass Pasture Seed | Nature's Seed,pasture seed,pubescent wheatgrass,20.2,103,0.5,0.5,0.02
w-asfa-n-0.25-lb,Narrowleaf Milkweed - Wildflower Seed | Nature's Seed,wildflower seed,narrowleaf milkweed,20.03,25,1.52,1.0,0.05
pg-agsi-1-lb,Siberian Wheatgrass - Pasture Seed | Nature's Seed,pasture seed,siberian wheatgrass,19.91,34,0.01,0.72,0.04
w-asno-2-p,New England Aster Wildflower Seed | Nature's Seed,wildflower seed,new england aster,19.9,64,2.0,2.0,0.1
pb-tort-nb-1500-f,Tortoise Forage Mix (No Bermudagrass) - Pasture Seed | Nature's Seed,pasture seed,tortoise forage mix (no bermudagrass),19.72,33,1.09,3.62,0.18
gla_184205,Rocky Mountain Penstemon,sale,wildflower seed by region,19.32,22,1.5,9.87,0.51
pg-vivi-50-lb,Hairy Vetch - Pasture Seed | Nature's Seed,pasture seed,hairy vetch,19.18,29,0.06,1.16,0.06
w-sibe-n-0.25-lb,Blue-Eyed Grass - Wildflower Seed | Nature's Seed,wildflower seed,blue-eyed grass,18.97,36,1.0,0.01,0.0
gla_441415,"Low‐Water TWCA Tall Fescue Blend – Triple‐Play Cultivars, Drought & Wear‐Resistant, Shade‐Adaptable",uncategorized,,18.94,38,0.01,1.09,0.06
w-clpu2-n-1-lb,Purple Clarkia - Wildflower Seed | Nature's Seed,wildflower seed,purple clarkia,18.93,47,0.02,2.25,0.12
pb-cbm,Compact Bioswale Mix Specialty Seed | Nature's Seed,specialty seed,compact bioswale mix,18.82,21,1.33,1.33,0.07
gla_187105,TWCA Water-Wise Northern Sports Mix,specialty seed,twca grass seed,18.16,19,0.25,10.9,0.6
w-aqca,Eastern Red Columbine Wildflower Seed | Nature's Seed,wildflower seed,eastern red columbine,18.1,51,4.0,14.59,0.81
pb-ftpb-1500-f,Florida Tropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics poultry forage blend,17.89,38,0.05,1.12,0.06
w-disi-5-p,African Daisy - Wildflower Seed | Nature's Seed,wildflower seed,african daisy,17.63,60,1.0,12.98,0.74
pb-iwb-0.5-a,Intermountain West Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west bison forage blend,17.1,17,0.1,1.58,0.09
w-esme,Mexican Gold Poppy Wildflower Seed | Nature's Seed,wildflower seed,mexican gold poppy,16.99,65,1.5,1.5,0.09
w-kagr-5-p,Arizona Poppy - Wildflower Seed | Nature's Seed,wildflower seed,arizona poppy,16.98,55,1.74,13.71,0.81
1927560446564466257,Micro Clover Seed,,,16.9,47,0.33,0.33,0.02
gla_185411,Annual Ryegrass,specialty seed,annual winter forages,16.74,20,0.01,0.17,0.01
gla_186752,Coastal Sage Scrub Mix,specialty seed,,16.72,26,0.02,2.64,0.16
w-disi,African Daisy Wildflower Seed | Nature's Seed,wildflower seed,african daisy,16.61,77,1.0,1.0,0.06
pb-pnwp,Pacific Northwest Pollinator Mix Specialty Seed | Nature's Seed,specialty seed,pacific northwest pollinator mix,16.45,45,1.0,14.64,0.89
7439118788927984508,Native Dryland & Erosion Control Mix,,,16.43,20,0.67,0.67,0.04
gla_452616,Miniature Lupine Seed (Lupinus bicolor) Low-Growing Native Annual Wildflower 0.5 Lb for 1000 Sq Ft | Nature's Seed,wildflower seeds,single species wildflower,16.28,14,1.0,1.0,0.06
pb-satpb-1000-f,South-Atlantic Transitional Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional poultry forage blend,16.16,15,0.37,11.16,0.69
12974553985789960520,Tortoise Forage & Habitat Mix,,,16.12,22,1.0,1.0,0.06
gla_185269,White Mustard,sale,individual pasture species,16.1,10,0.5,9.0,0.56
w-pest,Rocky Mountain Penstemon Wildflower Seed | Nature's Seed,wildflower seed,rocky mountain penstemon,15.89,74,1.0,1.0,0.06
w-phse-1-p,Silky Phacelia - Wildflower Seed | Nature's Seed,wildflower seed,silky phacelia,15.83,61,1.0,1.0,0.06
w-peem-1-p,Desert Daisy - Wildflower Seed | Nature's Seed,wildflower seed,desert daisy,15.64,46,1.33,7.74,0.49
pg-sami-50-lb,Small Burnet - Pasture Seed | Nature's Seed,pasture seed,small burnet,15.6,46,0.67,9.51,0.61
pg-kopr-1-lb,Forage Kochia - Pasture Seed | Nature's Seed,pasture seed,forage kochia,15.49,108,1.0,0.01,0.0
17411441499501235597,Tall Fescue,,,15.48,37,2.0,2.0,0.13
gla_184072,Arroyo Lupine,sale,wildflower seed by region,15.42,13,0.25,6.32,0.41
w-spco2-0.25-lb,Coulter's Globemallow - Wildflower Seed | Nature's Seed,wildflower seed,coulter's globemallow,15.01,30,0.2,2.61,0.17
pb-pswpb-2.5-a,Pacific Southwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest poultry forage blend,14.61,14,0.5,0.0,0.0
pg-spcr-50-lb,Sand Dropseed - Pasture Seed | Nature's Seed,pasture seed,sand dropseed,14.3,57,0.04,1.16,0.08
gla_182836,Southeast Wildflower Mix,wildflower seeds,wildflower seed by region,14.28,11,1.0,13.46,0.94
pb-satb,South-Atlantic Transitional Bison Forage Mix Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional bison forage mix,14.11,24,0.13,8.72,0.62
w-lual-5-p,Mountain Lupine - Wildflower Seed | Nature's Seed,wildflower seed,mountain lupine,14.08,27,1.5,1.0,0.07
w-lima-50-p,Baby Snapdragon - Wildflower Seed | Nature's Seed,wildflower seed,baby snapdragon,13.8,34,1.0,0.01,0.0
w-laod-0.25-lb,Sweet Pea - Wildflower Seed | Nature's Seed,wildflower seed,sweet pea,13.67,33,0.03,1.95,0.14
pg-vumi-n-1-lb,Small Fescue - Pasture Seed | Nature's Seed,pasture seed,small fescue,13.57,32,0.25,0.0,0.0
w-pepa2-0.25-lb,Parry Penstemon - Wildflower Seed | Nature's Seed,wildflower seed,parry penstemon,13.55,55,3.0,11.13,0.82
w-pepa2-0.5-lb,Parry Penstemon - Wildflower Seed | Nature's Seed,wildflower seed,parry penstemon,13.47,46,0.18,12.34,0.92
w-natr,Nasturtium Wildflower Seed | Nature's Seed,wildflower seed,nasturtium,13.26,64,2.0,5.85,0.44
pb-ssah-0.5-a,Southwest Semi-Arid Steppe Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe horse forage blend,13.2,17,0.08,4.3,0.33
pb-pswpb-2000-f,Pacific Southwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest poultry forage blend,13.08,22,0.51,0.5,0.04
w-abvi-50-p,Desert Sand Verbena - Wildflower Seed | Nature's Seed,wildflower seed,desert sand verbena,13.05,65,1.0,1.0,0.08
w-clwi-n-1-lb,Fort Miller Clarkia - Wildflower Seed | Nature's Seed,wildflower seed,fort miller clarkia,12.98,25,0.02,2.25,0.17
pb-satpb-2000-f,South-Atlantic Transitional Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional poultry forage blend,12.96,11,0.01,0.0,0.0
w-asla-0.5-lb,Smooth Aster - Wildflower Seed | Nature's Seed,wildflower seed,smooth aster,12.74,32,1.0,1.0,0.08
pb-gphb,Great Plains Honey Bee Pasture Mix Specialty Seed | Nature's Seed,specialty seed,great plains honey bee pasture mix,12.69,41,0.5,0.5,0.04
w-clse,Rocky Mountain Beeplant Wildflower Seed | Nature's Seed,wildflower seed,rocky mountain beeplant,12.63,92,0.98,0.98,0.08
w-enca,California Bush Sunflower Wildflower Seed | Nature's Seed,wildflower seed,california bush sunflower,12.52,34,0.46,0.46,0.04
gla_446818,"Nature's Seed Any Region Pasture & Forage 2 Lb for 2,000 Sq Ft Mix Low-Grow, High-Fiber Blend, Turtoise Safe, Filler-Free Forage",pasture seeds,pasture seeds mix,12.45,13,2.0,2.0,0.16
w-sibe-n-1-lb,Blue-Eyed Grass - Wildflower Seed | Nature's Seed,wildflower seed,blue-eyed grass,12.24,24,0.5,6.11,0.5
pg-pler-n-10-lb,Dotseed Plantain - Pasture Seed | Nature's Seed,pasture seed,dotseed plantain,12.17,13,0.01,4.58,0.38
gla_406997,Plains Coreopsis,wildflower seed,wildflower seed by region,12.06,14,0.24,4.94,0.41
w-clgrt-n,Tracy's Clarkia Wildflower Seed | Nature's Seed,wildflower seed,tracy's clarkia,12.06,26,1.17,10.74,0.89
turf-wnw-2000-f,TWCA Water-Wise Northwest Mix - Grass Seed | Nature's Seed,grass seed,twca water-wise northwest mix,11.54,25,0.22,8.0,0.69
pb-mwbg-2.5-a,Mid-West/Mid-Atlantic Big Game Food Plot Blend - Specialty Seed | Nature's Seed,specialty seed,mid-west/mid-atlantic big game food plot blend,11.48,18,0.01,0.69,0.06
w-pesp3-1-p,Showy Penstemon - Wildflower Seed | Nature's Seed,wildflower seed,showy penstemon,11.26,20,0.51,0.5,0.04
pb-sspb-1500-f,Southern Subtropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics poultry forage blend,11.24,17,0.49,10.0,0.89
s-feov-25-lb,Sheep Fescue Grass - Grass Seed | Nature's Seed,grass seed,sheep fescue grass,11.14,18,1.02,3.57,0.32
w-asfa-1-lb,Narrowleaf Milkweed - Wildflower Seed | Nature's Seed,wildflower seed,narrowleaf milkweed,11.04,28,0.09,1.84,0.17
w-lual,Mountain Lupine Wildflower Seed | Nature's Seed,wildflower seed,mountain lupine,11.0,62,2.0,2.0,0.18
wb-sw,Southwest Wildflower Seed Mix Wildflower Seed | Nature's Seed,wildflower seed,southwest wildflower mix,10.96,29,1.0,1.0,0.09
pb-swdb-0.5-a,Southwest Desert Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert bison forage blend,10.72,11,0.5,1.51,0.14
gla_186118,Sky Lupine,wildflower seeds,,10.63,9,0.02,4.64,0.44
pg-atca-1-lb,Four-wing Saltbush - Specialty Seed | Nature's Seed,specialty seed,four-wing saltbush,10.58,38,1.0,1.81,0.17
w-irmi-5-p,Rocky Mountain Iris - Wildflower Seed | Nature's Seed,wildflower seed,rocky mountain iris,9.93,28,0.48,0.52,0.05
w-enca-50-p,California Bush Sunflower - Wildflower Seed | Nature's Seed,wildflower seed,california bush sunflower,9.81,24,0.49,0.0,0.0
pb-gpal-1-a,Great Plains Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains alpaca/llama forage blend,9.6,24,0.01,5.28,0.55
pg-same3,Black Sage Specialty Seed | Nature's Seed,specialty seed,black sage,9.42,21,1.0,1.0,0.11
w-irmi-1-lb,Rocky Mountain Iris - Wildflower Seed | Nature's Seed,wildflower seed,rocky mountain iris,9.4,17,0.02,3.89,0.41
pb-pswpb-500-f,Pacific Southwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest poultry forage blend,9.32,16,2.0,0.02,0.0
pb-sathb-2.5-a,South-Atlantic Transitional Honey Bee Pasture Blend - Specialty Seed | Nature's Seed,specialty seed,south-atlantic transitional honey bee pasture blend,8.87,12,0.98,0.01,0.0
pg-trwi-10-lb,Tomcat Clover - Specialty Seed | Nature's Seed,specialty seed,tomcat clover,8.72,13,0.09,3.54,0.41
pg-agri-50-lb,Streambank Wheatgrass - Pasture Seed | Nature's Seed,pasture seed,streambank wheatgrass,8.67,29,0.01,1.15,0.13
w-hema2,Maximilian Sunflower Wildflower Seed | Nature's Seed,wildflower seed,maximilian sunflower,8.67,37,1.0,1.0,0.12
pg-sami-25-lb,Small Burnet - Pasture Seed | Nature's Seed,pasture seed,small burnet,8.56,20,0.33,4.75,0.55
w-aqco-1-lb,Colorado Columbine - Wildflower Seed | Nature's Seed,wildflower seed,colorado columbine,8.49,15,0.5,0.0,0.0
pg-lomu-50-lb,Annual Ryegrass - Pasture Seed | Nature's Seed,pasture seed,annual ryegrass,8.22,22,0.45,7.01,0.85
w-sppa,Nelson Globemallow Wildflower Seed | Nature's Seed,wildflower seed,nelson globemallow,7.97,37,1.26,6.5,0.82
w-laca-0.25-lb,California Goldfields - Wildflower Seed | Nature's Seed,wildflower seed,california goldfields,7.86,25,0.05,2.36,0.3
w-asfa-5-p,Narrowleaf Milkweed - Wildflower Seed | Nature's Seed,wildflower seed,narrowleaf milkweed,7.73,17,1.0,0.01,0.0
pg-brmo,Blando Brome Grass Pasture Seed | Nature's Seed,pasture seed,blando brome grass,7.34,25,0.5,0.5,0.07
w-chma,Shasta Daisy Wildflower Seed | Nature's Seed,wildflower seed,shasta daisy,7.31,20,1.0,1.0,0.14
gla_185529,Pacific Southwest Poultry Forage Mix,pasture seed,pasture seed by region,7.15,4,0.16,1.2,0.17
w-gitr,Bird's Eye Gilia Wildflower Seed | Nature's Seed,wildflower seed,bird's eye gilia,6.92,32,0.5,0.5,0.07
pg-napu-1-lb,Purple Needlegrass - Pasture Seed | Nature's Seed,pasture seed,purple needlegrass,6.89,23,0.5,0.0,0.0
pb-sathb-500-f,South-Atlantic Transitional Honey Bee Pasture Blend - Specialty Seed | Nature's Seed,specialty seed,south-atlantic transitional honey bee pasture blend,6.79,9,1.0,1.0,0.15
w-phcr-1-lb,Desert Bluebells - Wildflower Seed | Nature's Seed,wildflower seed,desert bluebells,6.58,15,1.0,0.01,0.0
w-phca2-n,California Phacelia Wildflower Seed | Nature's Seed,wildflower seed,california phacelia,6.39,19,2.0,2.04,0.32
w-lusu-1-lb,Arroyo Lupine - Wildflower Seed | Nature's Seed,wildflower seed,arroyo lupine,6.1,16,1.0,0.01,0.0
wb-ba-1000-f,Bay Area Wildflower Mix - Wildflower Seed | Nature's Seed,wildflower seed,bay area wildflower mix,6.0,10,1.0,1.0,0.17
turf-ws,TWCA Water-Wise Shade Mix Grass Seed | Nature's Seed,grass seed,twca water-wise shade mix,5.79,7,0.08,0.18,0.03
w-vimu,Showy Goldeneye Wildflower Seed | Nature's Seed,wildflower seed,showy goldeneye,5.76,29,1.01,1.01,0.18
w-asfa-1-p,Narrowleaf Milkweed - Wildflower Seed | Nature's Seed,wildflower seed,narrowleaf milkweed,5.75,13,1.98,1.01,0.18
w-esca-0.5-lb,California Poppy - Wildflower Seed | Nature's Seed,wildflower seed,california poppy,5.65,5,1.0,0.01,0.0
w-dipu-50-p,Purple Foxglove - Wildflower Seed | Nature's Seed,wildflower seed,purple foxglove,5.56,7,1.0,0.01,0.0
pb-swdal-1-a,Southwest Desert Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert alpaca/llama forage blend,5.47,6,0.01,4.23,0.77
w-lupe-50-p,Wild Lupine - Wildflower Seed | Nature's Seed,wildflower seed,wild lupine,5.35,11,0.2,0.0,0.0
w-chal-1-p,Wallflower - Wildflower Seed | Nature's Seed,wildflower seed,wallflower,5.22,14,1.0,0.01,0.0
w-clpu2-n,Purple Clarkia Wildflower Seed | Nature's Seed,wildflower seed,purple clarkia,5.18,7,0.83,0.83,0.16
gla_184196,Tansy Aster,wildflower seed,wildflower seed by region,5.16,8,0.24,4.94,0.96
gla_183285,Baby Blue Eyes,wildflower seeds,wildflower seed by region,5.11,9,0.12,4.76,0.93
pg-sami-1-lb,Small Burnet - Pasture Seed | Nature's Seed,pasture seed,small burnet,5.07,19,0.01,0.45,0.09
wb-cv,Central Valley Wildflower Mix | Nature's Seed,wildflower seed,central valley wildflower mix,5.06,8,1.0,1.0,0.2
w-lubi,Miniature Lupine | Nature's Seed,wildflower seed,miniature lupine,4.61,13,4.0,4.0,0.87
pb-glhb-5000-f,Great Lakes/New England Honey Bee Pasture Blend - Specialty Seed | Nature's Seed,specialty seed,great lakes/new england honey bee pasture blend,4.57,6,0.04,1.09,0.24
pb-coss,Coastal Sage Scrub Mix Specialty Seed | Nature's Seed,specialty seed,coastal sage scrub mix,4.48,19,1.0,1.77,0.4
w-pesp3,Showy Penstemon Wildflower Seed | Nature's Seed,wildflower seed,showy penstemon,4.42,20,1.5,1.5,0.34
w-bamu-0.5-lb,Desert Marigold - Wildflower Seed | Nature's Seed,wildflower seed,desert marigold,4.28,11,1.0,1.0,0.23
w-racor,Red Mexican Hat Wildflower Seed | Nature's Seed,wildflower seed,red mexican hat,4.27,21,0.02,0.02,0.0
w-pepu-5-p,Purple Prairie Clover - Wildflower Seed | Nature's Seed,wildflower seed,purple prairie clover,4.16,14,0.01,0.49,0.12
wb-ba-500-f,Bay Area Wildflower Mix - Wildflower Seed | Nature's Seed,wildflower seed,bay area wildflower mix,3.97,12,1.0,0.01,0.0
w-oeho-1-p,Hooker's Evening Primrose - Wildflower Seed | Nature's Seed,wildflower seed,hooker's evening primrose,3.91,8,1.0,1.0,0.26
gla_183943,Southwest Transitional Sheep Forage Mix,pasture seed,sheep pastures,3.84,2,0.01,0.59,0.15
pb-obm-25-lb,Ornamental Bioswale Mix - Specialty Seed | Nature's Seed,specialty seed,ornamental bioswale mix,3.84,2,1.0,0.01,0.0
17069819940365260987,M-Binder Tackifier-Soil Stabilizer,,,3.76,4,2.0,2.0,0.53
w-enfa-5-p,Brittlebush - Wildflower Seed | Nature's Seed,wildflower seed,brittlebush,3.47,18,1.0,0.01,0.0
w-phse-1-lb,Silky Phacelia - Wildflower Seed | Nature's Seed,wildflower seed,silky phacelia,3.46,16,0.2,0.0,0.0
w-cohe,Chinese Houses Wildflower Seed | Nature's Seed,wildflower seed,chinese houses,3.46,11,1.0,1.0,0.29
w-vete-1-p,Moss Verbena - Wildflower Seed | Nature's Seed,wildflower seed,moss verbena,3.44,11,1.2,0.01,0.0
pb-pswug,Pacific Southwest Upland Game Food Plot Mix Specialty Seed | Nature's Seed,specialty seed,pacific southwest upland game food plot mix,3.43,4,0.04,1.5,0.44
w-basa-50-p,Arrowleaf Balsamroot - Wildflower Seed | Nature's Seed,wildflower seed,arrowleaf balsamroot,3.4,12,1.0,1.0,0.29
w-gaar-0.25-lb,Blanket Flower - Wildflower Seed | Nature's Seed,wildflower seed,blanket flower,3.37,8,0.99,0.01,0.0
w-esca-1-p,California Poppy - Wildflower Seed | Nature's Seed,wildflower seed,california poppy,3.35,8,1.0,0.01,0.0
