Product Item ID,Product Title,Product Type L1,Product Type L2,Total Spend ($),Total Clicks,Total Conversions,Total Conv Value ($),ROAS
pb-obm,Ornamental Bioswale Mix Specialty Seed | Nature's Seed,specialty seed,ornamental bioswale mix,3.31,6,0.33,0.33,0.1
w-lumi-1-p,Ed Gedlings Lupine - Wildflower Seed | Nature's Seed,wildflower seed,ed gedlings lupine,3.24,9,0.2,0.0,0.0
w-esma,Coastal California Poppy Wildflower Seed | Nature's Seed,wildflower seed,coastal california poppy,3.18,7,1.0,1.0,0.31
pb-fthb-1500-f,Florida Tropics Honey Bee Pasture Blend - Specialty Seed | Nature's Seed,specialty seed,florida tropics honey bee pasture blend,3.16,13,0.02,0.51,0.16
w-orpu-1-p,Owl’s Clover - Wildflower Seed | Nature's Seed,wildflower seed,owl’s clover,2.92,21,1.0,0.01,0.0
w-lude,Golden Lupine Wildflower Seed | Nature's Seed,wildflower seed,golden lupine,2.89,15,1.0,1.0,0.35
w-lupe-5-p,Wild Lupine - Wildflower Seed | Nature's Seed,wildflower seed,wild lupine,2.73,8,0.5,0.0,0.0
6694541982641936555,Winter (Cereal) Rye Seed,,,2.73,9,6.82,0.82,0.3
w-lusu-0.25-lb,Arroyo Lupine - Wildflower Seed | Nature's Seed,wildflower seed,arroyo lupine,2.7,13,1.0,0.01,0.0
w-lumi-1-lb,Ed Gedlings Lupine - Wildflower Seed | Nature's Seed,wildflower seed,ed gedlings lupine,2.57,6,0.2,0.2,0.08
pb-pswp-5000-f,Pacific Southwest Pollinator Blend - Specialty Seed | Nature's Seed,specialty seed,pacific southwest pollinator blend,2.49,2,0.02,0.0,0.0
w-kagr,Arizona Poppy Wildflower Seed | Nature's Seed,wildflower seed,arizona poppy,2.47,19,2.25,2.25,0.91
pb-ftdc-1-a,Florida Tropics Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics dairy cow forage blend,2.27,3,0.05,0.8,0.35
w-ecpu-1-p,Echinacea - Wildflower Seed | Nature's Seed,wildflower seed,echinacea,2.23,6,1.0,0.01,0.0
w-enfa-0.25-lb,Brittlebush - Wildflower Seed | Nature's Seed,wildflower seed,brittlebush,2.17,13,0.03,2.13,0.98
w-bala-1-p,San Diego Sunflower - Wildflower Seed | Nature's Seed,wildflower seed,san diego sunflower,2.16,6,0.49,0.0,0.0
w-asno-1-p,New England Aster - Wildflower Seed | Nature's Seed,wildflower seed,new england aster,1.81,4,1.0,0.01,0.01
w-racor-0.5-lb,Red Mexican Hat - Wildflower Seed | Nature's Seed,wildflower seed,red mexican hat,1.72,4,1.0,0.01,0.01
w-diaua,Monkeyflower Wildflower Seed | Nature's Seed,wildflower seed,monkeyflower,1.65,9,1.5,1.5,0.91
pb-pswp-500-f,Pacific Southwest Pollinator Blend - Specialty Seed | Nature's Seed,specialty seed,pacific southwest pollinator blend,1.29,3,1.0,0.01,0.01
w-soca-1-lb,Canada Goldenrod - Wildflower Seed | Nature's Seed,wildflower seed,canada goldenrod,1.26,4,1.0,1.0,0.79
gs2_000019,Nature's Seed | Miniature Lupine Wildflower 0.5 Bag of seed for 1000 Sq Ft,wildflower seeds,regional wildflower mixes,1.09,1,1.0,1.0,0.92
w-lude-n-50-p,Golden Lupine - Wildflower Seed | Nature's Seed,wildflower seed,golden lupine,0.96,5,0.5,0.0,0.0
394687563753623753,White Dutch Clover,,,0.85,3,0.67,0.67,0.79
w-lusu-n-1-p,Arroyo Lupine - Wildflower Seed | Nature's Seed,wildflower seed,arroyo lupine,0.73,4,1.0,0.01,0.01
w-racoy-1-p,Yellow Prairie Coneflower - Wildflower Seed | Nature's Seed,wildflower seed,yellow prairie coneflower,0.38,2,1.0,0.01,0.03
pb-pswp-2000-f,Pacific Southwest Pollinator Blend - Specialty Seed | Nature's Seed,specialty seed,pacific southwest pollinator blend,0.36,1,0.5,0.0,0.0
