old_product_id,old_title,old_total_spend,old_total_revenue,old_roas,new_product_id,new_title,match_method,match_confidence
gla_186172,Xerces Central Coast Pollinator Mix,108.03,758.08,7.02,gla_452794,"Xerces Pollinator Wildflower Seed Mix - Central Valley Native - 0.5 lb, Covers 500 sq ft | Nature's Seed",replacement_map_title,medium
gla_186172,Xerces Central Coast Pollinator Mix,108.03,758.08,7.02,gla_452795,"Xerces Pollinator Wildflower Seed Mix - Central Valley Native - 1 lb, Covers 1000 sq ft | Nature's Seed",replacement_map_title,medium
gla_186172,Xerces Central Coast Pollinator Mix,108.03,758.08,7.02,gla_452796,"Xerces Pollinator Wildflower Seed Mix - Central Valley Native - 2 lb, Covers 2000 sq ft | Nature's Seed",replacement_map_title,medium
wb-cn-500-f,California Native Wildflower Mix - Wildflower Seed | Nature's Seed,311.99,757.68,2.43,gla_446577,"California Wildflower Seed Mix - Native Regional Blend - 0.5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map,medium
wb-cn-500-f,California Native Wildflower Mix - Wildflower Seed | Nature's Seed,311.99,757.68,2.43,gla_446576,"California Wildflower Seed Mix - Native Regional Blend - 1 lb, Covers 2,000 sq ft | Nature's Seed",replacement_map,medium
wb-cn-500-f,California Native Wildflower Mix - Wildflower Seed | Nature's Seed,311.99,757.68,2.43,gla_446575,"California Wildflower Seed Mix - Native Regional Blend - 5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map,medium
gla_184909,Intermountain West Erosion Control Mix,284.95,757.33,2.66,gla_447444,"California Erosion Control Seed Mix - Native Slope Stabilization - 25 lb,  | Nature's Seed",replacement_map_title,medium
gla_184909,Intermountain West Erosion Control Mix,284.95,757.33,2.66,gla_447445,"California Erosion Control Seed Mix - Native Slope Stabilization - 5 lb,  | Nature's Seed",replacement_map_title,medium
gla_184909,Intermountain West Erosion Control Mix,284.95,757.33,2.66,gla_447446,"California Erosion Control Seed Mix - Native Slope Stabilization - 50 lb,  | Nature's Seed",replacement_map_title,medium
pg-lope-25-lb,Perennial Ryegrass - Pasture Seed | Nature's Seed,115.45,756.77,6.55,gla_446610,"Perennial Ryegrass Pasture Seed - Quick-Growing Forage - 25 lb, Covers 25,000 sq ft | Nature's Seed",base_sku_match,high
pg-lope-25-lb,Perennial Ryegrass - Pasture Seed | Nature's Seed,115.45,756.77,6.55,gla_444234,"Perennial Ryegrass Pasture Seed - Quick-Growing Forage - 5 lb, Covers 5,000 sq ft | Nature's Seed",base_sku_match,high
pg-lope-25-lb,Perennial Ryegrass - Pasture Seed | Nature's Seed,115.45,756.77,6.55,gla_446612,"Perennial Ryegrass Pasture Seed - Quick-Growing Forage - 50 lb, Covers 50,000 sq ft | Nature's Seed",base_sku_match,high
pb-glh-1-a,Great Lakes/New England Horse Forage Blend - Pasture Seed | Nature's Seed,206.83,756.28,3.66,gla_445559,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map,medium
pb-glh-1-a,Great Lakes/New England Horse Forage Blend - Pasture Seed | Nature's Seed,206.83,756.28,3.66,gla_445282,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map,medium
pb-glh-1-a,Great Lakes/New England Horse Forage Blend - Pasture Seed | Nature's Seed,206.83,756.28,3.66,gla_445851,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map,medium
gla_185373,Indian Ricegrass,83.03,751.53,9.05,UNMATCHED,,none,none
turf-cyda-500-f,Bermudagrass Seed Blend - Grass Seed | Nature's Seed,278.11,750.89,2.70,gla_445854,"Bermudagrass Lawn Seed - Heat-Tolerant, Fast-Growing - 10 lb, Covers 2,000 sq ft | Nature's Seed",replacement_map,medium
turf-cyda-500-f,Bermudagrass Seed Blend - Grass Seed | Nature's Seed,278.11,750.89,2.70,gla_445433,"Bermudagrass Lawn Seed - Heat-Tolerant, Fast-Growing - 25 lb, Covers 5,000 sq ft | Nature's Seed",replacement_map,medium
turf-cyda-500-f,Bermudagrass Seed Blend - Grass Seed | Nature's Seed,278.11,750.89,2.70,gla_445855,"Bermudagrass Lawn Seed - Heat-Tolerant, Fast-Growing - 5 lb, Covers 1,000 sq ft | Nature's Seed",replacement_map,medium
gla_184894,Great Plains Erosion Control Mix,167.13,750.69,4.49,gla_447444,"California Erosion Control Seed Mix - Native Slope Stabilization - 25 lb,  | Nature's Seed",replacement_map_title,medium
gla_184894,Great Plains Erosion Control Mix,167.13,750.69,4.49,gla_447445,"California Erosion Control Seed Mix - Native Slope Stabilization - 5 lb,  | Nature's Seed",replacement_map_title,medium
gla_184894,Great Plains Erosion Control Mix,167.13,750.69,4.49,gla_447446,"California Erosion Control Seed Mix - Native Slope Stabilization - 50 lb,  | Nature's Seed",replacement_map_title,medium
pb-iws-0.5-a,Intermountain West Sheep Forage Blend - Pasture Seed | Nature's Seed,101.37,747.79,7.38,gla_445286,"Sheep & Goat Pasture Seed Mix - High-Protein Transitional - 10 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map,medium
pb-iws-0.5-a,Intermountain West Sheep Forage Blend - Pasture Seed | Nature's Seed,101.37,747.79,7.38,gla_445848,"Sheep & Goat Pasture Seed Mix - High-Protein Transitional - 20 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map,medium
pb-iws-0.5-a,Intermountain West Sheep Forage Blend - Pasture Seed | Nature's Seed,101.37,747.79,7.38,gla_445847,"Sheep & Goat Pasture Seed Mix - High-Protein Transitional - 50 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map,medium
pg-buck,Common Buckwheat Seed - Bulk bags available - High quality seed for pastures and cover crops,141.64,746.58,5.27,gla_446807,"Buckwheat Seed (Fagopyrum) - Cover Crop & Pollinator Forage - 25 lb, Covers 50,000 sq ft | Nature's Seed",base_sku_match,high
pg-buck,Common Buckwheat Seed - Bulk bags available - High quality seed for pastures and cover crops,141.64,746.58,5.27,gla_445514,"Buckwheat Seed (Fagopyrum) - Cover Crop & Pollinator Forage - 5 lb, Covers 10,000 sq ft | Nature's Seed",base_sku_match,high
pg-buck,Common Buckwheat Seed - Bulk bags available - High quality seed for pastures and cover crops,141.64,746.58,5.27,gla_446808,"Buckwheat Seed (Fagopyrum) - Cover Crop & Pollinator Forage - 50 lb, Covers 100,000 sq ft | Nature's Seed",base_sku_match,high
wb-ccn-1000-f,California Coastal Native Wildflower Mix - Wildflower Seed | Nature's Seed,156.91,745.29,4.75,gla_445242,"California Coastal Wildflower Seed Mix - Drought-Tolerant Pollinator - 0.5 lb, Covers 1,000 sq ft | Nature's Seed",base_sku_match,high
wb-ccn-1000-f,California Coastal Native Wildflower Mix - Wildflower Seed | Nature's Seed,156.91,745.29,4.75,gla_446580,"California Coastal Wildflower Seed Mix - Drought-Tolerant Pollinator - 1 lb, Covers 2,000 sq ft | Nature's Seed",base_sku_match,high
wb-ccn-1000-f,California Coastal Native Wildflower Mix - Wildflower Seed | Nature's Seed,156.91,745.29,4.75,gla_446579,"California Coastal Wildflower Seed Mix - Drought-Tolerant Pollinator - 5 lb, Covers 10,000 sq ft | Nature's Seed",base_sku_match,high
pb-pswh-2.5-a,Pacific Southwest Horse Forage Blend - Pasture Seed | Nature's Seed,92.57,744.81,8.05,gla_445281,"Horse Pasture Seed Mix - Cool-Adapted, No-Filler Forage - 10 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map,medium
pb-pswh-2.5-a,Pacific Southwest Horse Forage Blend - Pasture Seed | Nature's Seed,92.57,744.81,8.05,gla_445850,"Horse Pasture Seed Mix - Cool-Adapted, No-Filler Forage - 20 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map,medium
pb-pswh-2.5-a,Pacific Southwest Horse Forage Blend - Pasture Seed | Nature's Seed,92.57,744.81,8.05,gla_445849,"Horse Pasture Seed Mix - Cool-Adapted, No-Filler Forage - 50 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map,medium
pb-gls-1-a,Great Lakes/New England Sheep Forage Blend - Pasture Seed | Nature's Seed,249.45,739.06,2.96,gla_445286,"Sheep & Goat Pasture Seed Mix - High-Protein Transitional - 10 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map,medium
pb-gls-1-a,Great Lakes/New England Sheep Forage Blend - Pasture Seed | Nature's Seed,249.45,739.06,2.96,gla_445848,"Sheep & Goat Pasture Seed Mix - High-Protein Transitional - 20 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map,medium
pb-gls-1-a,Great Lakes/New England Sheep Forage Blend - Pasture Seed | Nature's Seed,249.45,739.06,2.96,gla_445847,"Sheep & Goat Pasture Seed Mix - High-Protein Transitional - 50 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map,medium
wb-rm,Rocky Mountain Wildflower Mix,106.28,738.58,6.95,gla_445190,"Rocky Mountain Wildflower Seed Mix - Native Colorado & Western - 0.5 lb, Covers 1,000 sq ft | Nature's Seed",base_sku_match,high
wb-rm,Rocky Mountain Wildflower Mix,106.28,738.58,6.95,gla_445438,"Rocky Mountain Wildflower Seed Mix - Native Colorado & Western - 1 lb, Covers 2,000 sq ft | Nature's Seed",base_sku_match,high
wb-rm,Rocky Mountain Wildflower Mix,106.28,738.58,6.95,gla_446837,"Rocky Mountain Wildflower Seed Mix - Native Colorado & Western - 5 lb, Covers 10,000 sq ft | Nature's Seed",base_sku_match,high
gla_185598,Southwest Desert Poultry Forage Mix,227.15,734.64,3.23,gla_445557,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 25 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_185598,Southwest Desert Poultry Forage Mix,227.15,734.64,3.23,gla_445869,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_185598,Southwest Desert Poultry Forage Mix,227.15,734.64,3.23,gla_445261,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
pb-pnwg-2.5-a,Pacific Northwest Goat Forage Blend - Pasture Seed | Nature's Seed,118.10,731.05,6.19,UNMATCHED,,none,none
gla_182964,Great Lakes/New England Dryland Pasture Mix,177.02,730.89,4.13,gla_459553,"Dryland Pasture Seed Mix - Drought-Tolerant Forage Grass - 10 lb, Covers 5,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_182964,Great Lakes/New England Dryland Pasture Mix,177.02,730.89,4.13,gla_459555,"Dryland Pasture Seed Mix - Drought-Tolerant Forage Grass - 20 lb, Covers 25,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_182964,Great Lakes/New England Dryland Pasture Mix,177.02,730.89,4.13,gla_459554,"Dryland Pasture Seed Mix - Drought-Tolerant Forage Grass - 50 lb,  | Nature's Seed",replacement_map_title,medium
gla_185583,Pacific Northwest Poultry Forage Mix,441.23,730.88,1.66,gla_445861,"Horse Pasture Seed Mix - Cold Season Northern Forage - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_185583,Pacific Northwest Poultry Forage Mix,441.23,730.88,1.66,gla_445860,"Horse Pasture Seed Mix - Cold Season Northern Forage - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_185583,Pacific Northwest Poultry Forage Mix,441.23,730.88,1.66,gla_445280,"Horse Pasture Seed Mix - Cold Season Northern Forage - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_441431,Rocky Mountain Wildflower Mix,70.25,729.91,10.39,gla_445190,"Rocky Mountain Wildflower Seed Mix - Native Colorado & Western - 0.5 lb, Covers 1,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_441431,Rocky Mountain Wildflower Mix,70.25,729.91,10.39,gla_445438,"Rocky Mountain Wildflower Seed Mix - Native Colorado & Western - 1 lb, Covers 2,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_441431,Rocky Mountain Wildflower Mix,70.25,729.91,10.39,gla_446837,"Rocky Mountain Wildflower Seed Mix - Native Colorado & Western - 5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_184298,Southwest Desert Honey Bee Pasture Mix,424.74,729.00,1.72,gla_445284,"Sheep Pasture Seed Mix - Cold Season, High-Protein Legume - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_184298,Southwest Desert Honey Bee Pasture Mix,424.74,729.00,1.72,gla_445844,"Sheep Pasture Seed Mix - Cold Season, High-Protein Legume - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_184298,Southwest Desert Honey Bee Pasture Mix,424.74,729.00,1.72,gla_445843,"Sheep Pasture Seed Mix - Cold Season, High-Protein Legume - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
turf-br,Kentucky Bluegrass Seed: Blue Ribbon Mix,203.68,726.71,3.57,gla_446607,"Kentucky Bluegrass Pasture Seed - Fine-Textured Forage Grass - 25 lb, Covers 25,000 sq ft | Nature's Seed",replacement_map,medium
turf-br,Kentucky Bluegrass Seed: Blue Ribbon Mix,203.68,726.71,3.57,gla_446608,"Kentucky Bluegrass Pasture Seed - Fine-Textured Forage Grass - 5 lb, Covers 5,000 sq ft | Nature's Seed",replacement_map,medium
turf-br,Kentucky Bluegrass Seed: Blue Ribbon Mix,203.68,726.71,3.57,gla_446609,"Kentucky Bluegrass Pasture Seed - Fine-Textured Forage Grass - 50 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map,medium
gla_445871,"Nature's Seed Warm‐Season Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Pure Blend for Dairy & Beef",242.59,724.28,2.99,gla_445871,"Cattle Pasture Seed Mix - Warm Season Southern Forage - 10 lb, Covers 20,000 sq ft | Nature's Seed",direct_gla_id_match,high
gla_445871,"Nature's Seed Warm‐Season Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Pure Blend for Dairy & Beef",242.59,724.28,2.99,gla_445870,"Cattle Pasture Seed Mix - Warm Season Southern Forage - 20 lb, Covers 40,000 sq ft | Nature's Seed",direct_gla_id_match,high
gla_445871,"Nature's Seed Warm‐Season Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Pure Blend for Dairy & Beef",242.59,724.28,2.99,gla_445262,"Cattle Pasture Seed Mix - Warm Season Southern Forage - 50 lb, Covers 100,000 sq ft | Nature's Seed",direct_gla_id_match,high
gla_184524,Alfalfa Seeds,504.36,723.89,1.44,UNMATCHED,,none,none
gla_184472,Birdsfoot Trefoil,270.65,722.62,2.67,UNMATCHED,,none,none
pb-pswg,Pacific Southwest Goat Forage Mix,164.27,722.47,4.40,gla_445857,"Goat Pasture & Forage Mix - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map,medium
pb-pswg,Pacific Southwest Goat Forage Mix,164.27,722.47,4.40,gla_445856,"Goat Pasture & Forage Mix - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map,medium
pb-pswg,Pacific Southwest Goat Forage Mix,164.27,722.47,4.40,gla_445278,"Goat Pasture & Forage Mix - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map,medium
pb-pnwbc-0.5-a,Pacific Northwest Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,188.05,719.32,3.83,UNMATCHED,,none,none
gla_185552,Southern Subtropics Poultry Forage Mix,139.31,717.90,5.15,gla_445557,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 25 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_185552,Southern Subtropics Poultry Forage Mix,139.31,717.90,5.15,gla_445869,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_185552,Southern Subtropics Poultry Forage Mix,139.31,717.90,5.15,gla_445261,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_447374,"California Native Poppy Seed (Eschscholzia) | Golden Orange Wildflower Blooms | 0.5 Lb for 4,000 Sq Ft | Nature's Seed",328.20,715.10,2.18,gla_447375,"California Poppy Seed - Golden Orange Native Wildflower - 1 lb, Covers 8,000 sq ft | Nature's Seed",title_similarity_0.69,low
gla_446819,"Tortoise Forage & Habitat Mix 8-Species Drought-Tolerant Grass Seed 4 Lb for 4,000 Sq Ft | Nature's Seed",189.12,709.94,3.75,gla_446817,"Tortoise Forage & Habitat Seed Mix - 8-Species Drought-Tolerant - 10 lb, Covers 10,000 sq ft | Nature's Seed",direct_gla_id_match,high
gla_446819,"Tortoise Forage & Habitat Mix 8-Species Drought-Tolerant Grass Seed 4 Lb for 4,000 Sq Ft | Nature's Seed",189.12,709.94,3.75,gla_446818,"Tortoise Forage & Habitat Seed Mix - 8-Species Drought-Tolerant - 2 lb, Covers 2,000 sq ft | Nature's Seed",direct_gla_id_match,high
gla_446819,"Tortoise Forage & Habitat Mix 8-Species Drought-Tolerant Grass Seed 4 Lb for 4,000 Sq Ft | Nature's Seed",189.12,709.94,3.75,gla_446819,"Tortoise Forage & Habitat Seed Mix - 8-Species Drought-Tolerant - 4 lb, Covers 4,000 sq ft | Nature's Seed",direct_gla_id_match,high
gla_184577,Forage Chicory,81.77,709.12,8.67,gla_446817,"Tortoise Forage & Habitat Seed Mix - 8-Species Drought-Tolerant - 10 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_184577,Forage Chicory,81.77,709.12,8.67,gla_446818,"Tortoise Forage & Habitat Seed Mix - 8-Species Drought-Tolerant - 2 lb, Covers 2,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_184577,Forage Chicory,81.77,709.12,8.67,gla_446819,"Tortoise Forage & Habitat Seed Mix - 8-Species Drought-Tolerant - 4 lb, Covers 4,000 sq ft | Nature's Seed",replacement_map_title,medium
pg-trhy,Alsike Clover - Bulk bags available - No added filler,92.69,708.85,7.65,gla_461578,"Alsike Clover Seed - Wet Soil & Acidic Soil Clover for Pasture & Honey - 10 lb, Covers 20,000 sq ft | Nature's Seed",base_sku_match,high
pg-trhy,Alsike Clover - Bulk bags available - No added filler,92.69,708.85,7.65,gla_461579,"Alsike Clover Seed - Wet Soil & Acidic Soil Clover for Pasture & Honey - 25 lb, Covers 50,000 sq ft | Nature's Seed",base_sku_match,high
pg-trhy,Alsike Clover - Bulk bags available - No added filler,92.69,708.85,7.65,gla_461577,"Alsike Clover Seed - Wet Soil & Acidic Soil Clover for Pasture & Honey - 5 lb, Covers 10,000 sq ft | Nature's Seed",base_sku_match,high
pb-mwg-0.5-a,Mid-West/Mid-Atlantic Goat Forage Blend - Pasture Seed | Nature's Seed,125.08,708.58,5.67,UNMATCHED,,none,none
pg-hovu,Barley Pasture Seed | Nature's Seed,131.03,708.41,5.41,UNMATCHED,,none,none
sustane-4-6-4,Organic Seed Starter Fertilizer 4-6-4 | Nature's Seed,99.09,707.93,7.14,gla_445122,Organic Seed Starter Fertilizer 4-6-4 - 50 lb Root Growth Booster | Nature's Seed,exact_mpn_match,high
s-micro-500-f,Microclover - Grass Seed | Nature's Seed,121.70,707.04,5.81,gla_451060,"Microclover Lawn Seed - Self-Fertilizing Lawn Alternative - 1 lb, Covers 1,000 sq ft | Nature's Seed",base_sku_match,high
s-micro-500-f,Microclover - Grass Seed | Nature's Seed,121.70,707.04,5.81,gla_451061,"Microclover Lawn Seed - Self-Fertilizing Lawn Alternative - 2 lb, Covers 2,000 sq ft | Nature's Seed",base_sku_match,high
s-micro-500-f,Microclover - Grass Seed | Nature's Seed,121.70,707.04,5.81,gla_451062,"Microclover Lawn Seed - Self-Fertilizing Lawn Alternative - 5 lb, Covers 5,000 sq ft | Nature's Seed",base_sku_match,high
gla_183697,Great Lakes/New England Beef Cattle Forage Mix,68.99,705.74,10.23,gla_445559,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_183697,Great Lakes/New England Beef Cattle Forage Mix,68.99,705.74,10.23,gla_445282,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_183697,Great Lakes/New England Beef Cattle Forage Mix,68.99,705.74,10.23,gla_445851,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
pg-sonu-10-lb,Indiangrass - Pasture Seed | Nature's Seed,185.46,704.53,3.80,gla_446610,"Perennial Ryegrass Pasture Seed - Quick-Growing Forage - 25 lb, Covers 25,000 sq ft | Nature's Seed",title_similarity_0.55,low
pg-sonu-10-lb,Indiangrass - Pasture Seed | Nature's Seed,185.46,704.53,3.80,gla_444234,"Perennial Ryegrass Pasture Seed - Quick-Growing Forage - 5 lb, Covers 5,000 sq ft | Nature's Seed",title_similarity_0.55,low
pg-sonu-10-lb,Indiangrass - Pasture Seed | Nature's Seed,185.46,704.53,3.80,gla_446612,"Perennial Ryegrass Pasture Seed - Quick-Growing Forage - 50 lb, Covers 50,000 sq ft | Nature's Seed",title_similarity_0.55,low
pb-gppb-500-f,Great Plains Poultry Forage Blend - Pasture Seed | Nature's Seed,86.58,704.09,8.13,gla_445557,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 25 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map,medium
pb-gppb-500-f,Great Plains Poultry Forage Blend - Pasture Seed | Nature's Seed,86.58,704.09,8.13,gla_445869,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map,medium
pb-gppb-500-f,Great Plains Poultry Forage Blend - Pasture Seed | Nature's Seed,86.58,704.09,8.13,gla_445261,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map,medium
pg-avsa-50-lb,Oats - Pasture Seed | Nature's Seed,212.25,694.98,3.27,gla_445857,"Goat Pasture & Forage Mix - 10 lb, Covers 20,000 sq ft | Nature's Seed",title_similarity_0.62,low
pg-avsa-50-lb,Oats - Pasture Seed | Nature's Seed,212.25,694.98,3.27,gla_445856,"Goat Pasture & Forage Mix - 20 lb, Covers 40,000 sq ft | Nature's Seed",title_similarity_0.62,low
pg-avsa-50-lb,Oats - Pasture Seed | Nature's Seed,212.25,694.98,3.27,gla_445278,"Goat Pasture & Forage Mix - 50 lb, Covers 100,000 sq ft | Nature's Seed",title_similarity_0.62,low
gla_451078,"California Native Fire-Wise Mix — Drought-Tolerant, Fire-Resistant Seed Blend5 Lb for 10,000 Sq Ft | Nature's Seed",312.86,693.06,2.22,gla_451076,"California Fire-Wise Seed Mix - Fire-Resistant Native Plants - 10 lb, Covers 20,000 sq ft | Nature's Seed",direct_gla_id_match,high
gla_451078,"California Native Fire-Wise Mix — Drought-Tolerant, Fire-Resistant Seed Blend5 Lb for 10,000 Sq Ft | Nature's Seed",312.86,693.06,2.22,gla_451077,"California Fire-Wise Seed Mix - Fire-Resistant Native Plants - 20 lb, Covers 40,000 sq ft | Nature's Seed",direct_gla_id_match,high
gla_451078,"California Native Fire-Wise Mix — Drought-Tolerant, Fire-Resistant Seed Blend5 Lb for 10,000 Sq Ft | Nature's Seed",312.86,693.06,2.22,gla_451078,"California Fire-Wise Seed Mix - Fire-Resistant Native Plants - 5 lb, Covers 10,000 sq ft | Nature's Seed",direct_gla_id_match,high
pb-swdd-0.5-a,Southwest Desert Dryland Pasture Blend - Specialty Seed | Nature's Seed,156.20,692.37,4.43,gla_459553,"Dryland Pasture Seed Mix - Drought-Tolerant Forage Grass - 10 lb, Covers 5,000 sq ft | Nature's Seed",replacement_map,medium
pb-swdd-0.5-a,Southwest Desert Dryland Pasture Blend - Specialty Seed | Nature's Seed,156.20,692.37,4.43,gla_459555,"Dryland Pasture Seed Mix - Drought-Tolerant Forage Grass - 20 lb, Covers 25,000 sq ft | Nature's Seed",replacement_map,medium
pb-swdd-0.5-a,Southwest Desert Dryland Pasture Blend - Specialty Seed | Nature's Seed,156.20,692.37,4.43,gla_459554,"Dryland Pasture Seed Mix - Drought-Tolerant Forage Grass - 50 lb,  | Nature's Seed",replacement_map,medium
pg-agel-1-lb,Tall Wheatgrass - Pasture Seed | Nature's Seed,141.77,691.79,4.88,gla_446820,"Tall Fescue Pasture Seed - Deep-Rooted Forage Grass - 25 lb, Covers 25,000 sq ft | Nature's Seed",replacement_map,medium
pg-agel-1-lb,Tall Wheatgrass - Pasture Seed | Nature's Seed,141.77,691.79,4.88,gla_445458,"Tall Fescue Pasture Seed - Deep-Rooted Forage Grass - 5 lb, Covers 5,000 sq ft | Nature's Seed",replacement_map,medium
pg-agel-1-lb,Tall Wheatgrass - Pasture Seed | Nature's Seed,141.77,691.79,4.88,gla_446821,"Tall Fescue Pasture Seed - Deep-Rooted Forage Grass - 50 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map,medium
gla_186178,California Coastal Native Wildflower Mix,385.40,691.24,1.79,gla_446577,"California Wildflower Seed Mix - Native Regional Blend - 0.5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_186178,California Coastal Native Wildflower Mix,385.40,691.24,1.79,gla_446576,"California Wildflower Seed Mix - Native Regional Blend - 1 lb, Covers 2,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_186178,California Coastal Native Wildflower Mix,385.40,691.24,1.79,gla_446575,"California Wildflower Seed Mix - Native Regional Blend - 5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
pb-swdbc-2.5-a,Southwest Desert Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,175.03,687.55,3.93,UNMATCHED,,none,none
gla_183564,Pacific Southwest Horse Forage Mix,234.42,687.46,2.93,gla_445861,"Horse Pasture Seed Mix - Cold Season Northern Forage - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_183564,Pacific Southwest Horse Forage Mix,234.42,687.46,2.93,gla_445860,"Horse Pasture Seed Mix - Cold Season Northern Forage - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_183564,Pacific Southwest Horse Forage Mix,234.42,687.46,2.93,gla_445280,"Horse Pasture Seed Mix - Cold Season Northern Forage - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_186745,California Native Erosion Control Mix,164.96,686.78,4.16,gla_447444,"California Erosion Control Seed Mix - Native Slope Stabilization - 25 lb,  | Nature's Seed",replacement_map_title,medium
gla_186745,California Native Erosion Control Mix,164.96,686.78,4.16,gla_447445,"California Erosion Control Seed Mix - Native Slope Stabilization - 5 lb,  | Nature's Seed",replacement_map_title,medium
gla_186745,California Native Erosion Control Mix,164.96,686.78,4.16,gla_447446,"California Erosion Control Seed Mix - Native Slope Stabilization - 50 lb,  | Nature's Seed",replacement_map_title,medium
pb-pnwh-0.5-a,Pacific Northwest Horse Forage Blend - Pasture Seed | Nature's Seed,505.09,686.74,1.36,gla_445861,"Horse Pasture Seed Mix - Cold Season Northern Forage - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map,medium
pb-pnwh-0.5-a,Pacific Northwest Horse Forage Blend - Pasture Seed | Nature's Seed,505.09,686.74,1.36,gla_445860,"Horse Pasture Seed Mix - Cold Season Northern Forage - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map,medium
