old_product_id,old_title,old_total_spend,old_total_revenue,old_roas,new_product_id,new_title,match_method,match_confidence
s-trre,White Dutch Clover Lawn Seed - Bulk bags available - No added filler,15071.61,132792.09,8.81,gla_447280,"White Dutch Clover Seed - Low-Mow Lawn Alternative & Pasture - 10 lb, Covers 20,000 sq ft | Nature's Seed",user_confirmed,high
s-trre,White Dutch Clover Lawn Seed - Bulk bags available - No added filler,15071.61,132792.09,8.81,gla_447281,"White Dutch Clover Seed - Low-Mow Lawn Alternative & Pasture - 25 lb, Covers 50,000 sq ft | Nature's Seed",user_confirmed,high
s-trre,White Dutch Clover Lawn Seed - Bulk bags available - No added filler,15071.61,132792.09,8.81,gla_447282,"White Dutch Clover Seed - Low-Mow Lawn Alternative & Pasture - 5 lb, Covers 10,000 sq ft | Nature's Seed",user_confirmed,high
s-micro,Microclover Seed For Lawns - Bulk bags available - No added filler,5755.40,43823.99,7.61,gla_451060,"Microclover Lawn Seed - Self-Fertilizing Lawn Alternative - 1 lb, Covers 1,000 sq ft | Nature's Seed",user_confirmed,high
s-micro,Microclover Seed For Lawns - Bulk bags available - No added filler,5755.40,43823.99,7.61,gla_451061,"Microclover Lawn Seed - Self-Fertilizing Lawn Alternative - 2 lb, Covers 2,000 sq ft | Nature's Seed",user_confirmed,high
s-micro,Microclover Seed For Lawns - Bulk bags available - No added filler,5755.40,43823.99,7.61,gla_451062,"Microclover Lawn Seed - Self-Fertilizing Lawn Alternative - 5 lb, Covers 5,000 sq ft | Nature's Seed",user_confirmed,high
gla_187069,California Habitat Mix,5002.67,18924.46,3.78,gla_447331,"California Native Grass Seed Mix - Habitat Restoration Bunchgrass - 25 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_187069,California Habitat Mix,5002.67,18924.46,3.78,gla_447332,"California Native Grass Seed Mix - Habitat Restoration Bunchgrass - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_401735,Jimmy's Blue Ribbon Premium Grass Seed Mix,3776.37,12695.21,3.36,gla_445881,"Premium Lawn Seed Mix (Jimmy's Blue Ribbon) - High-Traffic, Sun & Shade - 10 lb, Covers 2,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_401735,Jimmy's Blue Ribbon Premium Grass Seed Mix,3776.37,12695.21,3.36,gla_445880,"Premium Lawn Seed Mix (Jimmy's Blue Ribbon) - High-Traffic, Sun & Shade - 25 lb, Covers 5,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_401735,Jimmy's Blue Ribbon Premium Grass Seed Mix,3776.37,12695.21,3.36,gla_445882,"Premium Lawn Seed Mix (Jimmy's Blue Ribbon) - High-Traffic, Sun & Shade - 5 lb, Covers 1,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_406887,Triple-Play Turf Type Tall Fescue Seed Blend,5926.69,12644.75,2.13,gla_446820,"Tall Fescue Pasture Seed - Deep-Rooted Forage Grass - 25 lb, Covers 25,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_406887,Triple-Play Turf Type Tall Fescue Seed Blend,5926.69,12644.75,2.13,gla_445458,"Tall Fescue Pasture Seed - Deep-Rooted Forage Grass - 5 lb, Covers 5,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_406887,Triple-Play Turf Type Tall Fescue Seed Blend,5926.69,12644.75,2.13,gla_446821,"Tall Fescue Pasture Seed - Deep-Rooted Forage Grass - 50 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map_title,medium
pb-pnwec,Pacific Northwest Erosion Control Mix,2105.20,12550.27,5.96,gla_447444,"California Erosion Control Seed Mix - Native Slope Stabilization - 25 lb,  | Nature's Seed",replacement_map,medium
pb-pnwec,Pacific Northwest Erosion Control Mix,2105.20,12550.27,5.96,gla_447445,"California Erosion Control Seed Mix - Native Slope Stabilization - 5 lb,  | Nature's Seed",replacement_map,medium
pb-pnwec,Pacific Northwest Erosion Control Mix,2105.20,12550.27,5.96,gla_447446,"California Erosion Control Seed Mix - Native Slope Stabilization - 50 lb,  | Nature's Seed",replacement_map,medium
turf-ff,Fine Fescue Grass Seed Mix,1493.18,11548.07,7.73,gla_445905,"Fine Fescue Lawn Seed Mix - Low-Maintenance, Sun & Shade - 10 lb, Covers 2,000 sq ft | Nature's Seed",replacement_map,medium
turf-ff,Fine Fescue Grass Seed Mix,1493.18,11548.07,7.73,gla_445904,"Fine Fescue Lawn Seed Mix - Low-Maintenance, Sun & Shade - 25 lb, Covers 5,000 sq ft | Nature's Seed",replacement_map,medium
turf-ff,Fine Fescue Grass Seed Mix,1493.18,11548.07,7.73,gla_445905,"Fine Fescue Lawn Seed Mix - Low-Maintenance, Sun & Shade - 5 lb, Covers 1,000 sq ft | Nature's Seed",replacement_map,medium
pb-pnwd,Pacific Northwest Dryland Pasture Mix,1553.07,11359.81,7.31,gla_445284,"Sheep Pasture Seed Mix - Cold Season, High-Protein Legume - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map_title,medium
pb-pnwd,Pacific Northwest Dryland Pasture Mix,1553.07,11359.81,7.31,gla_445844,"Sheep Pasture Seed Mix - Cold Season, High-Protein Legume - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map_title,medium
pb-pnwd,Pacific Northwest Dryland Pasture Mix,1553.07,11359.81,7.31,gla_445843,"Sheep Pasture Seed Mix - Cold Season, High-Protein Legume - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
pb-glh,Great Lakes/New England Horse Forage Mix,1052.16,9973.14,9.48,gla_445559,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map,medium
pb-glh,Great Lakes/New England Horse Forage Mix,1052.16,9973.14,9.48,gla_445282,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map,medium
pb-glh,Great Lakes/New England Horse Forage Mix,1052.16,9973.14,9.48,gla_445851,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map,medium
gla_186743,California Native Erosion Control Mix,2796.17,9790.41,3.50,gla_447444,"California Erosion Control Seed Mix - Native Slope Stabilization - 25 lb,  | Nature's Seed",replacement_map_title,medium
gla_186743,California Native Erosion Control Mix,2796.17,9790.41,3.50,gla_447445,"California Erosion Control Seed Mix - Native Slope Stabilization - 5 lb,  | Nature's Seed",replacement_map_title,medium
gla_186743,California Native Erosion Control Mix,2796.17,9790.41,3.50,gla_447446,"California Erosion Control Seed Mix - Native Slope Stabilization - 50 lb,  | Nature's Seed",replacement_map_title,medium
pb-gls,Great Lakes/New England Sheep Forage Mix,510.20,9626.54,18.87,gla_445286,"Sheep & Goat Pasture Seed Mix - High-Protein Transitional - 10 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map,medium
pb-gls,Great Lakes/New England Sheep Forage Mix,510.20,9626.54,18.87,gla_445848,"Sheep & Goat Pasture Seed Mix - High-Protein Transitional - 20 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map,medium
pb-gls,Great Lakes/New England Sheep Forage Mix,510.20,9626.54,18.87,gla_445847,"Sheep & Goat Pasture Seed Mix - High-Protein Transitional - 50 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map,medium
gla_184640,Buffalograss,2139.38,8641.93,4.04,gla_446613,"Buffalograss Pasture Seed - Native Drought-Tolerant Grass - 25 lb, Covers 50,000 sq ft | Nature's Seed",title_similarity_0.90,medium
gla_184640,Buffalograss,2139.38,8641.93,4.04,gla_445486,"Buffalograss Pasture Seed - Native Drought-Tolerant Grass - 5 lb, Covers 10,000 sq ft | Nature's Seed",title_similarity_0.90,medium
gla_184640,Buffalograss,2139.38,8641.93,4.04,gla_446614,"Buffalograss Pasture Seed - Native Drought-Tolerant Grass - 50 lb, Covers 100,000 sq ft | Nature's Seed",title_similarity_0.90,medium
gla_186145,California Native Wildflower Mix,2762.88,8286.96,3.00,gla_446577,"California Wildflower Seed Mix - Native Regional Blend - 0.5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_186145,California Native Wildflower Mix,2762.88,8286.96,3.00,gla_446576,"California Wildflower Seed Mix - Native Regional Blend - 1 lb, Covers 2,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_186145,California Native Wildflower Mix,2762.88,8286.96,3.00,gla_446575,"California Wildflower Seed Mix - Native Regional Blend - 5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
pb-sath,South-Atlantic Transitional Horse Forage Mix,644.58,7942.39,12.32,gla_445281,"Horse Pasture Seed Mix - Cool-Adapted, No-Filler Forage - 10 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map,medium
pb-sath,South-Atlantic Transitional Horse Forage Mix,644.58,7942.39,12.32,gla_445850,"Horse Pasture Seed Mix - Cool-Adapted, No-Filler Forage - 20 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map,medium
pb-sath,South-Atlantic Transitional Horse Forage Mix,644.58,7942.39,12.32,gla_445849,"Horse Pasture Seed Mix - Cool-Adapted, No-Filler Forage - 50 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map,medium
pb-pnwh,Pacific Northwest Horse Forage Mix Pasture Seed | Nature's Seed,1063.70,7676.74,7.22,gla_445861,"Horse Pasture Seed Mix - Cold Season Northern Forage - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map,medium
pb-pnwh,Pacific Northwest Horse Forage Mix Pasture Seed | Nature's Seed,1063.70,7676.74,7.22,gla_445860,"Horse Pasture Seed Mix - Cold Season Northern Forage - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map,medium
pb-pnwh,Pacific Northwest Horse Forage Mix Pasture Seed | Nature's Seed,1063.70,7676.74,7.22,gla_445280,"Horse Pasture Seed Mix - Cold Season Northern Forage - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map,medium
gla_184866,Pacific Northwest Erosion Control Mix,2128.35,7550.56,3.55,gla_447444,"California Erosion Control Seed Mix - Native Slope Stabilization - 25 lb,  | Nature's Seed",replacement_map_title,medium
gla_184866,Pacific Northwest Erosion Control Mix,2128.35,7550.56,3.55,gla_447445,"California Erosion Control Seed Mix - Native Slope Stabilization - 5 lb,  | Nature's Seed",replacement_map_title,medium
gla_184866,Pacific Northwest Erosion Control Mix,2128.35,7550.56,3.55,gla_447446,"California Erosion Control Seed Mix - Native Slope Stabilization - 50 lb,  | Nature's Seed",replacement_map_title,medium
pb-gph,Great Plains Horse Forage Mix Pasture Seed | Nature's Seed,782.69,7171.94,9.16,gla_445559,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map,medium
pb-gph,Great Plains Horse Forage Mix Pasture Seed | Nature's Seed,782.69,7171.94,9.16,gla_445282,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map,medium
pb-gph,Great Plains Horse Forage Mix Pasture Seed | Nature's Seed,782.69,7171.94,9.16,gla_445851,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map,medium
gla_406919,White Dutch Clover Seeds,4219.16,7051.92,1.67,gla_447280,"White Dutch Clover Seed - Low-Mow Lawn Alternative & Pasture - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_406919,White Dutch Clover Seeds,4219.16,7051.92,1.67,gla_447281,"White Dutch Clover Seed - Low-Mow Lawn Alternative & Pasture - 25 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_406919,White Dutch Clover Seeds,4219.16,7051.92,1.67,gla_447282,"White Dutch Clover Seed - Low-Mow Lawn Alternative & Pasture - 5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_186377,Native Fine Fescue Mix,2031.97,6783.26,3.34,gla_445905,"Fine Fescue Lawn Seed Mix - Low-Maintenance, Sun & Shade - 10 lb, Covers 2,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_186377,Native Fine Fescue Mix,2031.97,6783.26,3.34,gla_445904,"Fine Fescue Lawn Seed Mix - Low-Maintenance, Sun & Shade - 25 lb, Covers 5,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_186377,Native Fine Fescue Mix,2031.97,6783.26,3.34,gla_445905,"Fine Fescue Lawn Seed Mix - Low-Maintenance, Sun & Shade - 5 lb, Covers 1,000 sq ft | Nature's Seed",replacement_map_title,medium
pg-buda-1-lb,Buffalograss - Pasture Seed | Nature's Seed,1583.70,6612.89,4.18,gla_446613,"Buffalograss Pasture Seed - Native Drought-Tolerant Grass - 25 lb, Covers 50,000 sq ft | Nature's Seed",base_sku_match,high
pg-buda-1-lb,Buffalograss - Pasture Seed | Nature's Seed,1583.70,6612.89,4.18,gla_445486,"Buffalograss Pasture Seed - Native Drought-Tolerant Grass - 5 lb, Covers 10,000 sq ft | Nature's Seed",base_sku_match,high
pg-buda-1-lb,Buffalograss - Pasture Seed | Nature's Seed,1583.70,6612.89,4.18,gla_446614,"Buffalograss Pasture Seed - Native Drought-Tolerant Grass - 50 lb, Covers 100,000 sq ft | Nature's Seed",base_sku_match,high
turf-buda-5000-f,Buffalograss Seed Blend - Grass Seed | Nature's Seed,90.27,6587.00,72.97,gla_457050,"Sundancer Buffalograss Lawn Seed - Drought-Tolerant, Warm Season - 15 lb, Covers 5,000 sq ft | Nature's Seed",base_sku_match,high
turf-buda-5000-f,Buffalograss Seed Blend - Grass Seed | Nature's Seed,90.27,6587.00,72.97,gla_457051,"Sundancer Buffalograss Lawn Seed - Drought-Tolerant, Warm Season - 3 lb, Covers 1,000 sq ft | Nature's Seed",base_sku_match,high
turf-buda-5000-f,Buffalograss Seed Blend - Grass Seed | Nature's Seed,90.27,6587.00,72.97,gla_457052,"Sundancer Buffalograss Lawn Seed - Drought-Tolerant, Warm Season - 6 lb, Covers 2,000 sq ft | Nature's Seed",base_sku_match,high
gla_445540,"California Native Fine Fescue Mix | Low Water, No-Mow Lawn Alter Native | 5 Lb 10,000 Sq Ft | Nature's Seed",1162.25,6405.81,5.51,gla_447323,"California Native Fine Fescue Lawn Seed - No-Mow, Low-Water - 25 lb,  | Nature's Seed",direct_gla_id_match,high
gla_445540,"California Native Fine Fescue Mix | Low Water, No-Mow Lawn Alter Native | 5 Lb 10,000 Sq Ft | Nature's Seed",1162.25,6405.81,5.51,gla_445540,"California Native Fine Fescue Lawn Seed - No-Mow, Low-Water - 5 lb,  | Nature's Seed",direct_gla_id_match,high
gla_445540,"California Native Fine Fescue Mix | Low Water, No-Mow Lawn Alter Native | 5 Lb 10,000 Sq Ft | Nature's Seed",1162.25,6405.81,5.51,gla_447324,"California Native Fine Fescue Lawn Seed - No-Mow, Low-Water - 50 lb,  | Nature's Seed",direct_gla_id_match,high
gla_406921,White Dutch Clover Seeds,2163.05,6359.19,2.94,gla_447280,"White Dutch Clover Seed - Low-Mow Lawn Alternative & Pasture - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_406921,White Dutch Clover Seeds,2163.05,6359.19,2.94,gla_447281,"White Dutch Clover Seed - Low-Mow Lawn Alternative & Pasture - 25 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_406921,White Dutch Clover Seeds,2163.05,6359.19,2.94,gla_447282,"White Dutch Clover Seed - Low-Mow Lawn Alternative & Pasture - 5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
pg-mesa,"Alfalfa seeds - Bulk bags available - High quality alfalfa seed for pastures, forage, cover crops or sprouting",739.49,6338.57,8.57,gla_444944,"Alfalfa Pasture Seed - Premium Forage & Soil-Improving Legume - 25 lb, Covers 25,000 sq ft | Nature's Seed",base_sku_match,high
pg-mesa,"Alfalfa seeds - Bulk bags available - High quality alfalfa seed for pastures, forage, cover crops or sprouting",739.49,6338.57,8.57,gla_444236,"Alfalfa Pasture Seed - Premium Forage & Soil-Improving Legume - 5 lb, Covers 5,000 sq ft | Nature's Seed",base_sku_match,high
pg-mesa,"Alfalfa seeds - Bulk bags available - High quality alfalfa seed for pastures, forage, cover crops or sprouting",739.49,6338.57,8.57,gla_444949,"Alfalfa Pasture Seed - Premium Forage & Soil-Improving Legume - 50 lb, Covers 50,000 sq ft | Nature's Seed",base_sku_match,high
gla_446575,"California Wildflower Seed Blend 5 Lb for 10,000 Sq Ft Mix Native to California | Nature's Seed",833.06,6297.13,7.56,gla_446577,"California Wildflower Seed Mix - Native Regional Blend - 0.5 lb, Covers 10,000 sq ft | Nature's Seed",direct_gla_id_match,high
gla_446575,"California Wildflower Seed Blend 5 Lb for 10,000 Sq Ft Mix Native to California | Nature's Seed",833.06,6297.13,7.56,gla_446576,"California Wildflower Seed Mix - Native Regional Blend - 1 lb, Covers 2,000 sq ft | Nature's Seed",direct_gla_id_match,high
gla_446575,"California Wildflower Seed Blend 5 Lb for 10,000 Sq Ft Mix Native to California | Nature's Seed",833.06,6297.13,7.56,gla_446575,"California Wildflower Seed Mix - Native Regional Blend - 5 lb, Covers 10,000 sq ft | Nature's Seed",direct_gla_id_match,high
turf-nff-2000-f,Native Fine Fescue Mix - Grass Seed | Nature's Seed,360.90,6293.51,17.44,gla_447323,"California Native Fine Fescue Lawn Seed - No-Mow, Low-Water - 25 lb,  | Nature's Seed",base_sku_match,high
turf-nff-2000-f,Native Fine Fescue Mix - Grass Seed | Nature's Seed,360.90,6293.51,17.44,gla_445540,"California Native Fine Fescue Lawn Seed - No-Mow, Low-Water - 5 lb,  | Nature's Seed",base_sku_match,high
turf-nff-2000-f,Native Fine Fescue Mix - Grass Seed | Nature's Seed,360.90,6293.51,17.44,gla_447324,"California Native Fine Fescue Lawn Seed - No-Mow, Low-Water - 50 lb,  | Nature's Seed",base_sku_match,high
gla_183612,Great Lakes/New England Horse Forage Mix,720.76,6172.50,8.56,gla_445559,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_183612,Great Lakes/New England Horse Forage Mix,720.76,6172.50,8.56,gla_445282,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_183612,Great Lakes/New England Horse Forage Mix,720.76,6172.50,8.56,gla_445851,"Horse Pasture Seed Mix - Transitional Zone Forage (Zones 3-7) - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
pb-swdh,Southwest Desert Horse Forage Mix,1036.46,6134.72,5.92,gla_445285,"Sheep Pasture Seed Mix - Transitional Zone, Drought-Tolerant - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map_title,medium
pb-swdh,Southwest Desert Horse Forage Mix,1036.46,6134.72,5.92,gla_445846,"Sheep Pasture Seed Mix - Transitional Zone, Drought-Tolerant - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map_title,medium
pb-swdh,Southwest Desert Horse Forage Mix,1036.46,6134.72,5.92,gla_445845,"Sheep Pasture Seed Mix - Transitional Zone, Drought-Tolerant - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
pg-pavi,Switchgrass Pasture Seed,1006.35,5889.85,5.85,gla_445499,"Switchgrass Seed - Perennial Pasture & Habitat Grass - 25 lb,  | Nature's Seed",base_sku_match,high
pg-pavi,Switchgrass Pasture Seed,1006.35,5889.85,5.85,gla_446805,"Switchgrass Seed - Perennial Pasture & Habitat Grass - 5 lb,  | Nature's Seed",base_sku_match,high
pg-pavi,Switchgrass Pasture Seed,1006.35,5889.85,5.85,gla_446806,"Switchgrass Seed - Perennial Pasture & Habitat Grass - 50 lb,  | Nature's Seed",base_sku_match,high
gla_406902,Buffalograss Seed Blend,1413.11,5777.19,4.09,gla_446798,"Bermudagrass Pasture Seed - Fast-Growing Warm-Season Forage - 25 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_406902,Buffalograss Seed Blend,1413.11,5777.19,4.09,gla_446799,"Bermudagrass Pasture Seed - Fast-Growing Warm-Season Forage - 5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_406902,Buffalograss Seed Blend,1413.11,5777.19,4.09,gla_446800,"Bermudagrass Pasture Seed - Fast-Growing Warm-Season Forage - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
pg-trre-50-lb,White Clover - Pasture Seed | Nature's Seed,534.77,5498.26,10.28,gla_452370,"White Clover Seed - Perennial Groundcover & Nitrogen Fixer - 10 lb, Covers 20,000 sq ft | Nature's Seed",base_sku_match,high
pg-trre-50-lb,White Clover - Pasture Seed | Nature's Seed,534.77,5498.26,10.28,gla_452371,"White Clover Seed - Perennial Groundcover & Nitrogen Fixer - 5 lb, Covers 10,000 sq ft | Nature's Seed",base_sku_match,high
pg-trre-50-lb,White Clover - Pasture Seed | Nature's Seed,534.77,5498.26,10.28,gla_452372,"White Clover Seed - Perennial Groundcover & Nitrogen Fixer - 50 lb, Covers 100,000 sq ft | Nature's Seed",base_sku_match,high
gla_445869,"Poultry Forage Mix Omega-3 Rich Clover & Alfalfa Blend for Chickens & Ducks 5 Lb for 10,000 Sq Ft | Nature's Seed",879.05,5474.24,6.23,gla_445557,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 25 lb, Covers 50,000 sq ft | Nature's Seed",direct_gla_id_match,high
gla_445869,"Poultry Forage Mix Omega-3 Rich Clover & Alfalfa Blend for Chickens & Ducks 5 Lb for 10,000 Sq Ft | Nature's Seed",879.05,5474.24,6.23,gla_445869,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 5 lb, Covers 10,000 sq ft | Nature's Seed",direct_gla_id_match,high
gla_445869,"Poultry Forage Mix Omega-3 Rich Clover & Alfalfa Blend for Chickens & Ducks 5 Lb for 10,000 Sq Ft | Nature's Seed",879.05,5474.24,6.23,gla_445261,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 50 lb, Covers 100,000 sq ft | Nature's Seed",direct_gla_id_match,high
pg-phpr,Timothy,539.94,5433.48,10.06,gla_446601,"Timothy Grass Seed - High-Fiber Hay & Pasture Forage - 25 lb, Covers 25,000 sq ft | Nature's Seed",base_sku_match,high
pg-phpr,Timothy,539.94,5433.48,10.06,gla_446599,"Timothy Grass Seed - High-Fiber Hay & Pasture Forage - 5 lb, Covers 5,000 sq ft | Nature's Seed",base_sku_match,high
pg-phpr,Timothy,539.94,5433.48,10.06,gla_446600,"Timothy Grass Seed - High-Fiber Hay & Pasture Forage - 50 lb, Covers 50,000 sq ft | Nature's Seed",base_sku_match,high
gla_406923,White Dutch Clover Seeds,2444.73,5332.67,2.18,gla_447280,"White Dutch Clover Seed - Low-Mow Lawn Alternative & Pasture - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_406923,White Dutch Clover Seeds,2444.73,5332.67,2.18,gla_447281,"White Dutch Clover Seed - Low-Mow Lawn Alternative & Pasture - 25 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_406923,White Dutch Clover Seeds,2444.73,5332.67,2.18,gla_447282,"White Dutch Clover Seed - Low-Mow Lawn Alternative & Pasture - 5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_192010,Northeast Seed Mix,1057.04,5223.91,4.94,gla_445284,"Sheep Pasture Seed Mix - Cold Season, High-Protein Legume - 10 lb, Covers 20,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_192010,Northeast Seed Mix,1057.04,5223.91,4.94,gla_445844,"Sheep Pasture Seed Mix - Cold Season, High-Protein Legume - 20 lb, Covers 40,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_192010,Northeast Seed Mix,1057.04,5223.91,4.94,gla_445843,"Sheep Pasture Seed Mix - Cold Season, High-Protein Legume - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_183934,Southern Subtropics Sheep Forage Mix,311.51,5185.73,16.65,gla_445557,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 25 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_183934,Southern Subtropics Sheep Forage Mix,311.51,5185.73,16.65,gla_445869,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_183934,Southern Subtropics Sheep Forage Mix,311.51,5185.73,16.65,gla_445261,"Chicken & Poultry Forage Seed Mix - Clover & Alfalfa Blend - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
turf-jbr-1000-f,Jimmy's Blue Ribbon Premium Grass Seed Mix - Grass Seed | Nature's Seed,644.89,5159.26,8.00,gla_445881,"Premium Lawn Seed Mix (Jimmy's Blue Ribbon) - High-Traffic, Sun & Shade - 10 lb, Covers 2,000 sq ft | Nature's Seed",base_sku_match,high
turf-jbr-1000-f,Jimmy's Blue Ribbon Premium Grass Seed Mix - Grass Seed | Nature's Seed,644.89,5159.26,8.00,gla_445880,"Premium Lawn Seed Mix (Jimmy's Blue Ribbon) - High-Traffic, Sun & Shade - 25 lb, Covers 5,000 sq ft | Nature's Seed",base_sku_match,high
turf-jbr-1000-f,Jimmy's Blue Ribbon Premium Grass Seed Mix - Grass Seed | Nature's Seed,644.89,5159.26,8.00,gla_445882,"Premium Lawn Seed Mix (Jimmy's Blue Ribbon) - High-Traffic, Sun & Shade - 5 lb, Covers 1,000 sq ft | Nature's Seed",base_sku_match,high
gla_184431,Tortoise Forage Mix,1060.51,5081.47,4.79,gla_446817,"Tortoise Forage & Habitat Seed Mix - 8-Species Drought-Tolerant - 10 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_184431,Tortoise Forage Mix,1060.51,5081.47,4.79,gla_446818,"Tortoise Forage & Habitat Seed Mix - 8-Species Drought-Tolerant - 2 lb, Covers 2,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_184431,Tortoise Forage Mix,1060.51,5081.47,4.79,gla_446819,"Tortoise Forage & Habitat Seed Mix - 8-Species Drought-Tolerant - 4 lb, Covers 4,000 sq ft | Nature's Seed",replacement_map_title,medium
pg-buda,Buffalograss Pasture Seed,720.31,5077.36,7.05,gla_446613,"Buffalograss Pasture Seed - Native Drought-Tolerant Grass - 25 lb, Covers 50,000 sq ft | Nature's Seed",base_sku_match,high
pg-buda,Buffalograss Pasture Seed,720.31,5077.36,7.05,gla_445486,"Buffalograss Pasture Seed - Native Drought-Tolerant Grass - 5 lb, Covers 10,000 sq ft | Nature's Seed",base_sku_match,high
pg-buda,Buffalograss Pasture Seed,720.31,5077.36,7.05,gla_446614,"Buffalograss Pasture Seed - Native Drought-Tolerant Grass - 50 lb, Covers 100,000 sq ft | Nature's Seed",base_sku_match,high
gla_406901,Buffalograss Seed Blend,1891.41,5026.21,2.66,gla_446798,"Bermudagrass Pasture Seed - Fast-Growing Warm-Season Forage - 25 lb, Covers 50,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_406901,Buffalograss Seed Blend,1891.41,5026.21,2.66,gla_446799,"Bermudagrass Pasture Seed - Fast-Growing Warm-Season Forage - 5 lb, Covers 10,000 sq ft | Nature's Seed",replacement_map_title,medium
gla_406901,Buffalograss Seed Blend,1891.41,5026.21,2.66,gla_446800,"Bermudagrass Pasture Seed - Fast-Growing Warm-Season Forage - 50 lb, Covers 100,000 sq ft | Nature's Seed",replacement_map_title,medium
