Year,Quarter,State/Region,Country,Campaign Name,Campaign ID,Impressions,Clicks,CTR,Cost ($),Conversions,Conv. Value ($),ROAS
2022,Q2022-07-01,LOCATION_OF_PRESENCE,2840,US | Display | RMK,15233962443,169949,123,0.0007237465357,254.58,1,48.97,0.19
2022,Q2022-07-01,LOCATION_OF_PRESENCE,2840,Midwest / Mid-Atlantic | DSA,17871484311,3013,290,0.09624958513,250.51,11.18,5560.12,22.2
2022,Q2022-07-01,LOCATION_OF_PRESENCE,2840,US | DSA,17879491811,4632,330,0.07124352332,243.42,15.45,2345.74,9.64
2022,Q2022-07-01,LOCATION_OF_PRESENCE,2840,Intermountain West | Shopping,17738427250,54893,775,0.01411837575,232.45,24.64,1736.81,7.47
2022,Q2022-07-01,LOCATION_OF_PRESENCE,2840,Great Plains | Shopping,17738427259,64032,723,0.01129122939,197,11.25,956.44,4.86
2022,Q2022-07-01,LOCATION_OF_PRESENCE,2840,Intermountain West | DSA,17853485982,1225,186,0.1518367347,177.99,11.71,2044.45,11.49
2022,Q2022-07-01,AREA_OF_INTEREST,2840,Nat | PMax | Catch All,16503493089,25530,317,0.01241676459,128.4,11.75,703.97,5.48
2022,Q2022-07-01,AREA_OF_INTEREST,2840,Intermountain West | Shopping,17738427250,30765,377,0.01225418495,125.65,18.92,1775.42,14.13
2022,Q2022-07-01,LOCATION_OF_PRESENCE,2840,Midwest / Mid-Atlantic | Shopping,17738427268,91831,705,0.007677146062,102.35,11.94,662.54,6.47
2022,Q2022-07-01,LOCATION_OF_PRESENCE,2840,Pacific Southwest | Shopping,17738427247,37203,324,0.008708975083,65.69,21,1199.37,18.26
2022,Q2022-07-01,LOCATION_OF_PRESENCE,2840,Great Lakes / New England | Shopping,17738427265,41071,319,0.007767037569,63.8,11,598.07,9.37
2022,Q2022-07-01,LOCATION_OF_PRESENCE,2840,Great Plains | Shopping | Forage Mixes,18022751256,5834,115,0.01971203291,61.9,2.1,4337.86,70.08
