sku,name,status,revenue_q1q2,customer_count,units_sold
W-LAOD-0.25-LB,Sweet Pea - 0.25lbs,PHASED_OUT,67.2,4,4
W-LUSP-0.25-LB,Desert Lupine - 0.25lbs,PHASED_OUT,67.07,1,1
W-ERLA-N,Woolly Sunflower - 1 Pack,PHASED_OUT,66.45,11,22
W-MOFI-0.5-LB,Wild Bergamot - 0.5lbs,PHASED_OUT,65.75,1,1
W-CLAM,Farewell-To-Spring - 1 Pack,PHASED_OUT,65.51,11,23
PG-AGTR2-1-LB,Pubescent Wheatgrass - 1 lbs,PHASED_OUT,64.59,6,6
W-LOMA-0.25-LB,Sweet Alyssum - 0.25lbs,PHASED_OUT,64.59,5,5
PG-ELCA,Canada Wildrye - 1 lb,PHASED_OUT,64.38,2,4
PG-PAMI,White Proso Millet - 25 lbs,PHASED_OUT,63.88,1,1
PG-SOSU-25-LB,Sudangrass - 25 lbs,PHASED_OUT,63.88,1,1
W-PEPA-0.5-LB,Palmer's Penstemon - 0.5lbs,PHASED_OUT,63.53,1,1
PG-BRCNA-1-LB,Hybrid Forage Brassica - 1 lb,PHASED_OUT,63.0,4,6
PG-ABES-10-LB,Okra - 10 lbs,PHASED_OUT,61.88,1,1
W-SPCO2,Coulter's Globemallow - 1 Pack,PHASED_OUT,61.8,15,20
W-ZIAU-1-LB,Golden Alexander - 1lbs,PHASED_OUT,60.19,1,1
W-HEBO-0.25-LB,Utah Sweetvetch - 0.25lbs,PHASED_OUT,60.16,1,1
W-ENPI-0.25-LB,Englemann Daisy - 0.25lbs,PHASED_OUT,59.5,1,1
W-IRMI,Rocky Mountain Iris - 1 Pack,PHASED_OUT,59.39,14,18
W-PEST-0.5-LB,Rocky Mountain Penstemon - 0.5lbs,PHASED_OUT,58.99,1,1
W-ECPA-0.25-LB,Pale Purple Coneflower - 0.25lbs,PHASED_OUT,58.76,2,2
W-LISP-0.25-LB,Spiked Gayfeather - 0.25lbs,PHASED_OUT,58.5,2,2
W-CHAL-0.25-LB,Wallflower - 0.25lbs,PHASED_OUT,58.41,4,5
PG-VIRA4-1-LB,Mung Beans - 1 lb,PHASED_OUT,58.14,5,9
W-LIRU-0.25-LB,Scarlet Flax - 0.25lbs,PHASED_OUT,57.93,4,4
W-SPMU-0.5-LB,Munro Globemallow - 0.5lbs,PHASED_OUT,57.47,1,1
PG-AGEL-1-LB,Tall Wheatgrass - 1 lb,PHASED_OUT,56.86,9,9
PG-BRNA,Rapeseed - 1 lb,PHASED_OUT,56.25,10,10
W-LUDE-N-0.5-LB,Golden Lupine - 0.5lbs,PHASED_OUT,55.48,1,1
PG-PEGL2-10-LB,Hybrid Pearl Millet - 10 lbs,PHASED_OUT,54.38,1,1
W-LAOD,Sweet Pea - 5 Pack,PHASED_OUT,53.86,5,10
W-LIGR-1-LB,Mountain Phlox - 1lbs,PHASED_OUT,53.72,1,1
PB-SWDHB-500-F,Southwest Desert Honey Bee Pasture Mix - 500 ft²,PHASED_OUT,53.69,4,4
W-RUAM-0.25-LB,Clasping Coneflower - 0.25lbs,PHASED_OUT,53.67,5,5
PG-ECES-1-LB,Japanese Millet - 1 lb,PHASED_OUT,53.55,6,11
PG-CALO-1-LB,Prairie Sand Reed - 1 lb,PHASED_OUT,53.35,2,3
W-GAAR-0.5-LB,Blanket Flower - 0.5lbs,PHASED_OUT,53.17,2,2
W-DIPU-0.25-LB,Purple Foxglove - 0.25lbs,PHASED_OUT,53.13,1,1
PG-LASA,Chickling Vetch - 1 lb,PHASED_OUT,53.02,6,9
W-LIRU-1-LB,Scarlet Flax - 1lbs,PHASED_OUT,52.43,1,1
W-AMCA-0.25-LB,Lead Plant - 0.25lbs,PHASED_OUT,52.19,1,1
W-GICA-0.25-LB,Globe Gilia - 0.25lbs,PHASED_OUT,51.99,3,3
W-HEWH-0.5-LB,Chaparral Yucca - 0.5lbs,PHASED_OUT,51.71,1,1
W-RACOY-0.5-LB,Yellow Prairie Coneflower - 0.5lbs,PHASED_OUT,51.17,2,2
W-PHCA,California Bluebell - 1 Pack,PHASED_OUT,51.13,11,18
W-RAPI,Grayhead Prairie Coneflower - 1lbs,PHASED_OUT,50.75,1,1
PB-COSS-0.25-LB-OLD,Coastal Sage Scrub Mix - 0.25 lbs,PHASED_OUT,50.0,1,1
WB-CCN-0.5-LB-OLD,California Coastal Native Wildflower Mix,PHASED_OUT,49.99,1,1
PB-MWUG-0.5-A,Mid-West/Mid-Atlantic Upland Game Food Plot Mix - 1/2 Acre,PHASED_OUT,49.99,1,1
PG-SECE-OLD,Cereal Rye Seed - 5 lbs,PHASED_OUT,49.98,1,2
W-HEWH-0.25-LB,Chaparral Yucca - 0.25lbs,PHASED_OUT,49.74,2,2
PG-ELDA-1-LB,Dahurian Wildrye - 1 lb,PHASED_OUT,49.06,6,9
PG-POPR-10-LB-OLD,Kentucky Bluegrass - 10 lbs,PHASED_OUT,48.88,1,1
W-SPCO2-0.25-LB,Coulter's Globemallow - 0.25lbs,PHASED_OUT,47.91,4,4
W-NEMA,Five Spot - 1 Pack,PHASED_OUT,47.53,9,16
W-VETE-0.25-LB,Moss Verbena - 0.25lbs,PHASED_OUT,47.42,1,1
W-VEST-0.25-LB,Hoary Vervain - 0.25lbs,PHASED_OUT,47.19,1,1
PB-SSAHB-2000-F,Southwest Semi-Arid Steppe Honey Bee Pasture Mix - 2000 ft²,PHASED_OUT,47.01,2,2
W-LIRU-0.5-LB,Scarlet Flax - 0.5lbs,PHASED_OUT,46.71,2,2
W-VIMU,Showy Goldeneye - 1 Pack,PHASED_OUT,46.23,6,15
W-CLWI-N,Fort Miller Clarkia - 1 Pack,PHASED_OUT,46.05,6,17
W-PEPA,Palmer's Penstemon - 1 Pack,PHASED_OUT,46.03,6,17
WB-RM-500-F-OLD,Rocky Mountain Wildflower Mix - 500 ft²,PHASED_OUT,44.97,2,3
PB-MWPB-1000-F,Mid-West/Mid-Atlantic Poultry Forage Mix - 1000 ft²,PHASED_OUT,44.97,3,3
W-PARH,Shirley Poppy - 1 Pack,PHASED_OUT,44.25,4,17
W-ECPU-0.5-LB,Purple Coneflower - 0.5lbs,PHASED_OUT,44.09,2,2
PG-VISA,Common Vetch - 1 lb,PHASED_OUT,43.5,3,3
W-LILE,Lewis Blue Flax - 1 Pack,PHASED_OUT,43.35,7,16
PG-BROL-10-LB,Collards - 10 lbs,PHASED_OUT,43.13,1,1
W-SPCO2-0.5-LB,Coulter's Globemallow - 0.5lbs,PHASED_OUT,43.06,1,2
W-PHTA,"Lacy Phacelia - 1 Pack, Native Variety",PHASED_OUT,42.68,6,14
W-SACO-0.25-LB,Scarlet Sage - 0.25lbs,PHASED_OUT,42.5,1,2
W-ASSY,Common Milkweed - 1 Pack,PHASED_OUT,41.95,10,14
PG-AGIN-1-LB,Intermediate Wheatgrass - 1 lb,PHASED_OUT,41.94,4,6
W-HEAU-0.25-LB,Sneezeweed - 0.25lbs,PHASED_OUT,41.5,1,1
PG-BEVU-1-LB,Sugar Beets - 1 lb,PHASED_OUT,41.25,3,3
W-RACOY-1-LB,Yellow Prairie Coneflower - 1lbs,PHASED_OUT,41.17,1,1
W-ARPL-0.25-LB,Prickly Poppy - 0.25lbs,PHASED_OUT,40.58,2,2
W-LIMA,Baby Snapdragon - 1 Pack,PHASED_OUT,40.5,8,13
WB-NW-2000-F,Northwest Wildflower Mix - 2000 ft²,PHASED_OUT,39.99,1,1
T213,TWCA Water-Wise Northwest Turf Mix - 5 lbs,PHASED_OUT,39.99,1,1
PG-PAMI-1-LB,White Proso Millet - 1 lbs,PHASED_OUT,39.75,8,12
W-LIGR-0.25-LB,Mountain Phlox - 0.25lbs,PHASED_OUT,39.72,2,2
PB-SSAHB-500-F,Southwest Semi-Arid Steppe Honey Bee Pasture Mix - 500 ft²,PHASED_OUT,39.64,3,3
W-PHCR,Desert Bluebells - 1 Pack,PHASED_OUT,36.75,7,13
W-LOSC2,Deerweed - 1 Pack,PHASED_OUT,35.85,9,13
W-ENFA-OLD,Brittlebush - 1 Pack,PHASED_OUT,35.0,6,10
PG-PHPR-5-LB-OLD,Timothy,PHASED_OUT,34.99,1,1
PG-LOPE-5-LB-OLD,Perennial Ryegrass,PHASED_OUT,34.99,1,1
PG-DAGL-5-LB-OLD,Orchardgrass,PHASED_OUT,34.99,1,1
PG-ABES-1-LB,Okra - 1 lb,PHASED_OUT,34.87,5,5
W-LODI-0.25-LB,Fernleaf Biscuitroot - 0.25lbs,PHASED_OUT,34.71,1,1
PG-SOSU-1-LB,Sudangrass - 1 lb,PHASED_OUT,34.0,6,10
W-NATR,Nasturtium Seeds - 1 Pack,PHASED_OUT,33.38,7,11
W-PEST,Rocky Mountain Penstemon - 1 Pack,PHASED_OUT,33.28,6,11
W-CACI2-N,Red Maids - 1 Pack,PHASED_OUT,32.05,8,11
WB-NW,Northwest Wildflower Mix - 500 ft²,PHASED_OUT,31.98,2,2
W-CHAL-1-LB,Wallflower - 1lbs,PHASED_OUT,30.0,1,1
W-VETE-1-LB,Moss Verbena - 1lbs,PHASED_OUT,29.99,1,1
PG-FEME-1-LB,Zorro Fescue - 1 lb,PHASED_OUT,29.44,2,2
PG-ASCI-1-LB,Cicer Milkvetch - 1 lb,PHASED_OUT,28.56,3,3
W-SEMA2-0.25-LB,Maryland Senna - 0.25lbs,PHASED_OUT,27.5,1,1
W-LAFR4-N,Fremont's Goldfields - 1 Pack,PHASED_OUT,27.0,2,6
W-NEME,Baby Blue Eyes - 1 Pack,PHASED_OUT,26.98,8,9
W-VETE-0.5-LB,Moss Verbena - 0.5lbs,PHASED_OUT,25.98,2,2
PG-HOVU-1-LB,Barley - 1 lb,PHASED_OUT,25.4,5,14
W-HEHE-1-LB,False Sunflower - 1lbs,PHASED_OUT,24.99,1,1
W-AQCO,Colorado Columbine - 1 Pack,PHASED_OUT,24.15,6,8
W-GRCA-N-0.25-LB,Gum Plant - 0.25lbs,PHASED_OUT,24.08,1,1
W-SIAR-1-LB,Sweet William Catchfly - 1lbs,PHASED_OUT,23.45,1,1
PG-STVI-1-LB,Green Needlegrass - 1 lb,PHASED_OUT,23.12,1,2
W-ENFA-0.5-LB-OLD,Brittlebush - 0.5lbs,PHASED_OUT,22.38,1,1
W-PEPU,Purple Prairie Clover - 1 Pack,PHASED_OUT,21.48,5,7
W-DIPU,Purple Foxglove - 1 Pack,PHASED_OUT,20.95,5,7
LLWB-SW-500-F,Sun &amp; Shade Wildflower Mix - 500 ft²,PHASED_OUT,19.99,1,1
W-HEBO,Utah Sweetvetch - 1 Pack,PHASED_OUT,19.0,5,6
W-HEWH,Chaparral Yucca - 1 Pack,PHASED_OUT,18.75,3,7
W-MOCI,Lemon Mint - 1 Pack,PHASED_OUT,18.0,2,6
PG-CRJU-1-LB,Sunn Hemp - 1 lb,PHASED_OUT,17.19,3,3
W-CHAL,Wallflower - 0.5lbs,PHASED_OUT,16.28,1,1
W-COTI,Plains Coreopsis - 1 Pack,PHASED_OUT,16.0,4,5
PG-ELJU-1-LB,Russian Wildrye - 1 lb,PHASED_OUT,15.94,1,1
W-LUAR,Arizona Lupine - 1 Pack,PHASED_OUT,15.75,2,6
W-GYEL,Baby’s Breath - 1 Pack,PHASED_OUT,14.9,2,5
PB-SSAHB-1000-F,Southwest Semi-Arid Steppe Honey Bee Pasture Mix - 1000 ft²,PHASED_OUT,14.8,1,1
W-OEBI,Yellow Evening Primrose - 1 Pack,PHASED_OUT,14.24,2,6
W-LIGR,Mountain Phlox - 1 Pack,PHASED_OUT,13.65,3,5
W-HEMA2,Maximilian Sunflower - 1 Pack,PHASED_OUT,12.05,3,4
W-SPAM,Desert Globemallow - 1 Pack,PHASED_OUT,12.0,3,4
W-ECPU,Purple Coneflower - 1 Pack,PHASED_OUT,10.65,2,4
W-CLSE,Rocky Mountain Beeplant - 1 Pack,PHASED_OUT,9.0,3,3
PG-KALE-1-LB,Kale - 1 lb,PHASED_OUT,7.5,1,1
W-ESME,Mexican Gold Poppy - 1 Pack,PHASED_OUT,7.2,1,3
W-DEIL-0.25-LB,Illinois Bundle Flower - 0.25lbs,PHASED_OUT,7.0,1,1
W-VETE,Moss Verbena - 1 Pack,PHASED_OUT,6.0,1,2
W-RACOY,Yellow Prairie Coneflower - 1 Pack,PHASED_OUT,5.55,2,2
W-LUNA,"Sky Lupine - 1 Pack, Northern California",PHASED_OUT,5.4,2,2
W-ARPL,Prickly Poppy - 1 Pack,PHASED_OUT,3.5,1,1
W-ASLA,Smooth Aster - 1 Pack,PHASED_OUT,3.5,1,1
W-LISP,Spiked Gayfeather - 1 Pack,PHASED_OUT,3.0,1,1
W-SIAR,Sweet William Catchfly - 1 Pack,PHASED_OUT,3.0,1,1
W-PHIM-N,Imbricate Phacelia - 1 Pack,PHASED_OUT,3.0,1,1
W-GRST3-N,Coastal Gumweed - 1 Pack,PHASED_OUT,3.0,1,1
W-ASSP,Showy Milkweed - 1 Pack,PHASED_OUT,2.98,1,1
W-OEHO,Hooker's Evening Primrose - 1 Pack,PHASED_OUT,2.55,1,1
PG-PEGL2,Hybrid Pearl Millet - 25 lbs,PHASED_OUT,0.0,1,1
PG-BRMO-25-LB,Blando Brome Grass - 25 lbs,PHASED_OUT,0.0,1,2
